Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.09999999,S,0.09999999,0.010,0,0.2973821,0,168.5916,44.99481,0.0004548442,0,71.95843,84.50576,2.033604,88.3787969575469,88.3787969572964,0.00021040431616998,3.6926210000162,3.692621,0.00001093718,89.9999,89.9999,0.09705806,0.0000003490918
0.11,S,0.11,0.010,0,0.2973821,0,185.4507,44.98656,0.0007861037,0,71.94926,84.50576,2.035088,100.458184262272,100.458184262005,0.000231486822106998,4.69720300001869,4.697203,0.00001325205,89.9999,89.9999,0.1390072,0.000000470038
0.12,S,0.12,0.010,0,0.297382,0,202.3099,44.97744,0.001272003,0,71.94011,84.50576,2.036572,112.544703804522,112.544703804239,0.000252581777261782,5.82265000002138,5.82265,0.00001577787,89.9999,89.9999,0.1916064,0.0000006151876
0.13,S,0.13,0.010,0,0.2973819,0,219.169,44.96745,0.001954565,0,71.93095,84.50576,2.038056,124.639010067982,124.639010067682,0.000273690323924474,7.06904000002425,7.06904,0.00001851477,89.9999,89.9999,0.2560649,0.0000007866508
0.14,S,0.14,0.010,0,0.2973818,0,236.0282,44.95659,0.002880902,0,71.92179,84.50576,2.039541,136.741795558885,136.741795558567,0.000294813670721305,8.4364580000273,8.436458,0.00002146291,89.9999,89.9999,0.3335924,0.0000009865392
0.15,S,0.15,0.010,0,0.2973817,0,252.8874,44.94487,0.004103239,0,71.91264,84.50576,2.041025,148.853699244547,148.853699244212,0.000315952928095401,9.92499400003054,9.924994,0.00002462244,89.9999,89.9999,0.4253997,0.000001216966
0.16,S,0.16,0.010,0,0.2973816,0,260.0051,44.93227,0.005678916,0,71.90348,84.50576,2.042509,154.00003412669,154.000034126347,0.000324934975956254,11.4649900000339,11.46499,0.00002787179,89.9999,89.9999,0.5323496,0.000001479437
0.17,S,0.17,0.010,0,0.2973814,0,260.6286,44.91896,0.007577931,0,71.89432,84.50576,2.043993,154.500447653426,154.500447653082,0.000325808361693084,13.0099900000372,13.00999,0.00003112988,89.9999,89.9999,0.6547245,0.000001774445
0.18,S,0.18,0.01121815,0,0.3028384,0,261.2521,44.90554,0.009936943,0,71.88516,84.50576,2.045478,155.001243578271,155.001243577927,0.000326682415514534,14.5600000000406,14.56,0.0000343967,89.9999,89.9999,0.7925744,0.000002102078
0.19,S,0.19,0.01255469,0,0.3071467,0,261.8756,44.8921,0.01262277,0,71.87601,84.50576,2.046962,155.502248700498,155.502248700153,0.000327556834687836,16.115020000044,16.11502,0.00003767227,89.9999,89.9999,0.9459495,0.000002462423
0.2,S,0.2,0.01389555,0,0.3101304,0,262.4991,44.87862,0.01561312,0,71.86684,84.50576,2.048446,156.003464276856,156.00346427651,0.00032843162138069,17.6750500000474,17.67505,0.00004095659,89.9999,89.9999,1.1149,0.000002855567
0.21,S,0.21,0.01524073,0,0.3121352,0,263.1227,44.86511,0.01890365,0,71.85769,84.50576,2.04993,156.504894647309,156.504894646963,0.00032930678316795,19.2401000000509,19.2401,0.00004424966,89.9999,89.9999,1.299476,0.000003281599
0.22,S,0.22,0.01659024,0,0.3134164,0,263.7462,44.85157,0.02249133,0,71.84853,84.50576,2.051415,157.006559356742,157.006559356395,0.000330182354188032,20.8101700000543,20.81017,0.00004755148,89.9999,89.9999,1.499727,0.000003740604
0.23,S,0.23,0.01794408,0,0.3141591,0,264.3697,44.838,0.02637407,0,71.83937,84.50576,2.052899,157.508445082527,157.508445082179,0.000331058311162806,22.3852500000578,22.38525,0.00005086206,89.9999,89.9999,1.715704,0.000004232672
0.24,S,0.24,0.01930225,0,0.3144975,0,264.9932,44.82439,0.03055022,0,71.83022,84.50576,2.054383,158.010556964553,158.010556964204,0.000331934658284354,23.9653500000612,23.96535,0.00005418141,89.9999,89.9999,1.947457,0.000004757889
0.25,S,0.25,0.02066474,0,0.31453,0,265.6167,44.81075,0.03501867,0,71.82106,84.50576,2.055867,158.512907874993,158.512907874644,0.000332811427601397,25.5504800000647,25.55048,0.00005750953,89.9999,89.9999,2.195036,0.000005316344
0.26,S,0.26,0.02203158,0,0.3143296,0,266.2401,44.79708,0.03977863,0,71.8119,84.50576,2.057352,159.015464217905,159.015464217555,0.000333688555674716,27.1406300000682,27.14063,0.00006084641,89.9999,89.9999,2.458492,0.000005908124
0.27,S,0.27,0.02340275,0,0.3139509,0,266.8636,44.78338,0.04482957,0,71.80274,84.50576,2.058836,159.518274199443,159.518274199092,0.000334566121856839,28.7358100000717,28.73581,0.00006419207,89.9999,89.9999,2.737874,0.000006533316
0.28,S,0.28,0.02477826,0,0.3134354,0,267.4872,44.76965,0.05017114,0,71.79359,84.50576,2.06032,160.02132836135,160.021328360998,0.000335444119231296,30.3360200000752,30.33602,0.00006754651,89.9999,89.9999,3.033233,0.000007192009
0.29,S,0.29,0.02615811,0,0.3128149,0,268.1107,44.75588,0.05580325,0,71.78442,84.50576,2.061804,160.524617150275,160.524617149923,0.000336322521530512,31.9412700000787,31.94127,0.00007090974,89.9999,89.9999,3.34462,0.00000788429
0.3,S,0.3,0.02754231,0,0.3121139,0,268.7342,44.74208,0.06172601,0,71.77527,84.50576,2.063289,161.028152795899,161.028152795546,0.00033720135969649,33.5515500000822,33.55155,0.00007428175,89.9999,89.9999,3.672084,0.000008610248
0.31,S,0.31,0.02893085,0,0.3113516,0,269.3577,44.72826,0.06793949,0,71.76611,84.50576,2.064773,161.531908943076,161.531908942722,0.00033808057810505,35.1668700000858,35.16687,0.00007766255,89.9999,89.9999,4.015676,0.00000936997
0.32,S,0.32,0.03032374,0,0.3105428,0,269.9812,44.71439,0.07444409,0,71.75695,84.50576,2.066257,162.03591695359,162.035916953235,0.000338960236331308,36.7872300000893,36.78723,0.00008105215,89.9999,89.9999,4.375446,0.00001016354
0.33,S,0.33,0.03172099,0,0.3096994,0,270.6047,44.7005,0.08124022,0,71.7478,84.50576,2.067741,162.540175189821,162.540175189466,0.000339840336309443,38.4126300000928,38.41263,0.00008445056,89.9999,89.9999,4.751445,0.00001099106
0.3399999,S,0.3399999,0.03312258,0,0.308831,0,271.2282,44.68657,0.08832832,0,71.73864,84.50576,2.069226,163.044673488774,163.044673488418,0.000340720850693025,40.0430800000964,40.04308,0.00008785777,89.9999,89.9999,5.143724,0.0000118526
0.3499999,S,0.3499999,0.03452853,0,0.3079448,0,271.8517,44.67262,0.09570917,0,71.72948,84.50576,2.07071,163.549387842657,163.5493878423,0.000341601742371407,41.6785700000999,41.67857,0.00009127379,89.9999,89.9999,5.552332,0.00001274826
0.3599999,S,0.3599999,0.03593884,0,0.3070469,0,272.4752,44.65862,0.1033833,0,71.72032,84.50576,2.072194,164.05437988448,164.054379884123,0.000342483118940756,43.3191100001035,43.31911,0.00009469862,89.9999,89.9999,5.977321,0.00001367812
0.3699999,S,0.3699999,0.03735351,0,0.3061421,0,273.0987,44.6446,0.1113515,0,71.71117,84.50576,2.073678,164.559625763736,164.559625763378,0.000343364943572447,44.9647100001071,44.96471,0.00009813227,89.9999,89.9999,6.41874,0.00001464227
0.3799999,S,0.3799999,0.03877254,0,0.3052342,0,273.7222,44.63055,0.1196148,0,71.702,84.50576,2.075163,165.065097826767,165.065097826408,0.000344247158354988,46.6153600001107,46.61536,0.0001015747,89.9999,89.9999,6.87664,0.00001564081
0.3899999,S,0.3899999,0.04019593,0,0.3043263,0,274.3457,44.61646,0.1281738,0,71.69285,84.50576,2.076647,165.570827847205,165.570827846845,0.000345129823592849,48.2710700001143,48.27107,0.000105026,89.9999,89.9999,7.351072,0.00001667381
0.3999999,S,0.3999999,0.0416237,0,0.303421,0,274.9692,44.60234,0.1370297,0,71.68369,84.50576,2.078131,166.07679949781,166.07679949745,0.00034601291076373,49.9318400001178,49.93184,0.0001084861,89.9999,89.9999,7.842087,0.00001774137
0.4099999,S,0.4099999,0.04305584,0,0.3025202,0,275.5927,44.58819,0.1461833,0,71.67453,84.50576,2.079615,166.583030466035,166.583030465674,0.000346896450764379,51.5976700001215,51.59767,0.0001119551,89.9999,89.9999,8.349734,0.00001884358
0.4199999,S,0.4199999,0.04449234,0,0.3016254,0,276.2162,44.57401,0.1556358,0,71.66537,84.50576,2.0811,167.089489819123,167.089489818761,0.00034778038474917,53.2685700001251,53.26857,0.0001154329,89.9999,89.9999,8.874065,0.00001998052
0.4299999,S,0.4299999,0.04593323,0,0.3007381,0,276.8397,44.55979,0.1653882,0,71.65622,84.50576,2.082584,167.596206786929,167.596206786566,0.000348664773396233,54.9445300001287,54.94453,0.0001189195,89.9999,89.9999,9.415131,0.00002115228
0.4399998,S,0.4399998,0.04737848,0,0.2998592,0,277.4632,44.54554,0.1754417,0,71.64706,84.50576,2.084068,168.103162720163,168.1031627198,0.000349549579352434,56.6255600001323,56.62556,0.000122415,89.9999,89.9999,9.972981,0.00002235895
0.4499998,S,0.4499998,0.04882811,0,0.2989894,0,278.0867,44.53127,0.1857975,0,71.6379,84.50576,2.085552,168.610384993559,168.610384993195,0.000350434850369761,58.311660000136,58.31166,0.0001259194,89.9999,89.9999,10.54767,0.00002360062
0.4599998,S,0.4599998,0.05028213,0,0.2989545,0,278.7102,44.51695,0.1970003,0,71.62875,84.50576,2.087037,169.117476350656,169.117476350291,0.000351319893131285,60.0028300001396,60.00283,0.0001294326,89.9999,89.9999,11.13924,0.00002487738
0.4699998,S,0.4699998,0.05174052,0,0.2989208,0,279.2354,44.50261,0.2085654,0,71.61959,84.50576,2.088521,169.553734789957,169.553734789591,0.000352081304503703,61.6983700001432,61.69837,0.0001329534,89.9999,89.9999,11.74775,0.00002618931
0.4799998,S,0.4799998,0.05320269,0,0.2988663,0,279.6624,44.48824,0.2204747,0,71.61043,84.50576,2.090005,169.919112937346,169.91911293698,0.000352719011481489,63.3975600001469,63.39756,0.0001364806,89.9999,89.9999,12.37323,0.00002753648
0.4899998,S,0.4899998,0.05466802,0,0.2987932,0,280.0895,44.47384,0.2327242,0,71.60127,84.50576,2.091489,170.284593159902,170.284593159535,0.000353356891929609,65.1004000001506,65.1004,0.0001400142,89.9999,89.9999,13.01572,0.00002891896
0.4999998,S,0.4999998,0.0561365,0,0.2987035,0,280.5165,44.45942,0.2453153,0,71.59212,84.50576,2.092973,170.65016040399,170.650160403623,0.000353994929258619,66.8069100001542,66.80691,0.0001435541,89.9999,89.9999,13.67525,0.0000303368
0.5099998,S,0.5099998,0.05760815,0,0.2985991,0,280.9435,44.44498,0.2582492,0,71.58295,84.50576,2.094458,171.01584388965,171.015843889282,0.000354633169626073,68.5170700001579,68.51707,0.0001471004,89.9999,89.9999,14.35187,0.00003179007
0.5199998,S,0.5199998,0.05908297,0,0.2984814,0,281.3705,44.43051,0.2715272,0,71.5738,84.50576,2.095942,171.3815844601,171.381584459732,0.000355271504936588,70.2308800001616,70.23088,0.0001506531,89.9999,89.9999,15.04561,0.00003327884
0.5299998,S,0.5299998,0.06056094,0,0.298352,0,281.7975,44.41602,0.2851504,0,71.56464,84.50576,2.097426,171.747418734851,171.747418734482,0.000355910003947743,71.9483600001653,71.94836,0.0001542122,89.9999,89.9999,15.75651,0.00003480316
0.5399998,S,0.5399998,0.06204209,0,0.2982121,0,282.2245,44.40152,0.2991203,0,71.55548,84.50576,2.098911,172.113365571101,172.113365570732,0.000356548704396125,73.669490000169,73.66949,0.0001577777,89.9999,89.9999,16.4846,0.00003636312
0.5499998,S,0.5499998,0.06352639,0,0.2980628,0,282.6516,44.38699,0.3134382,0,71.54633,84.50576,2.100395,172.479368441989,172.479368441619,0.000357187497950406,75.3942800001726,75.39428,0.0001613496,89.9999,89.9999,17.22992,0.00003795875
0.5599998,S,0.5599998,0.06501386,0,0.2979051,0,283.0786,44.37243,0.3281053,0,71.53717,84.50576,2.101879,172.853886971648,172.853886971089,0.000439675805687759,77.1228188312531,77.122818831075,0.000165746357958602,89.99988,89.99988,18.00114,0.00003959423
0.5699998,S,0.5699998,0.06650458,0,0.2977399,0,283.5056,44.35786,0.3431238,0,71.52801,84.50576,2.103363,173.219986655333,173.219986654768,0.000442301532108712,78.8550186590886,78.855018658905,0.000170169373180827,89.99988,89.99988,18.78969,0.00004127381
0.5799997,S,0.5799997,0.06799846,0,0.2975681,0,283.9326,44.34326,0.3584942,0,71.51885,84.50576,2.104847,173.586090312661,173.586090312091,0.000444900913499215,80.5908795234156,80.5908795232264,0.000174618382216376,89.99987,89.99987,19.5956,0.00004299775
0.5899997,S,0.5899997,0.06949551,0,0.2973903,0,284.3596,44.32864,0.3742179,0,71.5097,84.50576,2.106332,173.95229927153,173.952299270954,0.000447475124623284,82.3304024772494,82.3304024770546,0.00017909313336259,89.99987,89.99987,20.41891,0.0000447663
0.5999997,S,0.5999997,0.07099573,0,0.2972073,0,284.7866,44.314,0.3902963,0,71.50053,84.50576,2.107816,174.318621479227,174.318621478646,0.000450024915814064,84.0735886530783,84.0735886528778,0.000183593382420142,89.99987,89.99987,21.25964,0.00004657974
0.6099997,S,0.6099997,0.07249913,0,0.2970196,0,285.2136,44.29934,0.4067308,0,71.49138,84.50576,2.1093,174.685066869859,174.685066869273,0.000452551408781713,85.8204392827316,85.8204392825254,0.000188118896406806,89.99987,89.99987,22.11785,0.0000484383
0.6199997,S,0.6199997,0.07400569,0,0.2968277,0,285.6407,44.28465,0.423523,0,71.48222,84.50576,2.110785,175.051589746531,175.05158974594,0.000455055444808849,87.5709551410696,87.5709551408577,0.000192669450753182,89.99987,89.99987,22.99356,0.00005034224
0.6299997,S,0.6299997,0.07551543,0,0.2966322,0,286.0677,44.26995,0.4406739,0,71.47306,84.50576,2.112269,175.418106662739,175.418106662142,0.00045753778180774,89.3251361684879,89.3251361682701,0.000197244828468992,89.99987,89.99987,23.88681,0.00005229181
0.6399997,S,0.6399997,0.07702834,0,0.2964335,0,286.4947,44.25522,0.4581853,0,71.46391,84.50576,2.113753,175.784804379706,175.784804379104,0.000459999268640127,91.0829841729938,91.0829841727702,0.000201844821052575,89.99987,89.99987,24.79764,0.00005428726
0.6499997,S,0.6499997,0.07854444,0,0.2962319,0,286.9217,44.24047,0.4760583,0,71.45475,84.50576,2.115237,176.151583556356,176.151583555749,0.00046244055711056,92.8444999691843,92.8444999689547,0.000206469226520317,89.99987,89.99987,25.72608,0.00005632883
0.6599997,S,0.6599997,0.08006369,0,0.2960279,0,287.3487,44.22569,0.4942947,0,71.44559,84.50576,2.116721,176.5183806144,176.518380613788,0.000464862397552186,94.6096837358731,94.6096837356376,0.000211117850391934,89.99987,89.99987,26.67218,0.00005841677
0.6699997,S,0.6699997,0.08158613,0,0.2958217,0,287.7757,44.2109,0.5128958,0,71.43643,84.50576,2.118206,176.885284960806,176.885284960189,0.000467265487244291,96.3785365459442,96.3785365457026,0.000215790505159935,89.99987,89.99987,27.63596,0.00006055131
0.6799996,S,0.6799996,0.08311176,0,0.2956137,0,288.2027,44.19608,0.5318632,0,71.42728,84.50576,2.11969,177.25228864829,177.252288647668,0.000469650417358445,98.151059392808,98.1510593925603,0.000220487009228544,89.99987,89.99987,28.61747,0.0000627327
0.6899996,S,0.6899996,0.08464056,0,0.2954042,0,288.6297,44.18124,0.5511978,0,71.41811,84.50576,2.121174,177.619383729564,177.619383728937,0.000472017756328849,99.9272531904024,99.9272531901486,0.000225207186686328,89.99987,89.99987,29.61675,0.00006496117
0.6999996,S,0.6999996,0.08617252,0,0.2951933,0,289.0568,44.16638,0.5709019,0,71.40896,84.50576,2.122658,177.986498679054,177.986498678422,0.000474368246909526,101.70711813741,101.70711813715,0.000229950869049394,89.99987,89.99987,30.63382,0.00006723696
0.7099996,S,0.7099996,0.08770768,0,0.2949812,0,289.4838,44.1515,0.5909766,0,71.3998,84.50576,2.124143,178.353697075049,178.353697074412,0.000476702139211525,103.490655068295,103.490655068029,0.000234717890334958,89.99987,89.99987,31.66872,0.0000695603
0.7199996,S,0.7199996,0.08924602,0,0.2947683,0,289.9108,44.1366,0.6114232,0,71.39064,84.50576,2.125627,178.721084219089,178.721084218447,0.000479020289675708,105.277865870538,105.277865870266,0.000239508093124646,89.99987,89.99987,32.7215,0.00007193143
0.7299996,S,0.7299996,0.09078754,0,0.2945547,0,290.3378,44.12167,0.6322433,0,71.38148,84.50576,2.127111,179.088501165452,179.088501164805,0.000481322993887862,107.068750842164,107.068750841885,0.000244321322955941,89.99986,89.99986,33.79219,0.00007435058
0.7399996,S,0.7399996,0.09233225,0,0.2943406,0,290.7648,44.10672,0.653439,0,71.37233,84.50576,2.128595,179.455985663748,179.455985663096,0.000483610752070082,108.863310658689,108.863310658404,0.000249157430368546,89.99986,89.99986,34.88083,0.00007681797
0.7499996,S,0.7499996,0.09388015,0,0.294126,0,291.1918,44.09175,0.675011,0,71.36317,84.50576,2.13008,179.823499964365,179.823499963709,0.000485884094760956,110.661545618139,110.661545617847,0.000254016271207552,89.99986,89.99986,35.98744,0.00007933384
0.7599996,S,0.7599996,0.09543122,0,0.2939112,0,291.6188,44.07676,0.6969611,0,71.35401,84.50576,2.131564,180.191173210707,180.191173210046,0.000488143340283639,112.46345730997,112.463457309672,0.00025889770450128,89.99986,89.99986,37.11208,0.00008189841
0.7699996,S,0.7699996,0.0969855,0,0.2936963,0,292.0459,44.06174,0.719291,0,71.34486,84.50576,2.133048,180.55890010123,180.558900100564,0.000490388996439348,114.269046270624,114.26904627032,0.000263801594356063,89.99986,89.99986,38.25476,0.00008451191
0.7799996,S,0.7799996,0.09854294,0,0.2934813,0,292.4702,44.04671,0.7420021,0,71.33569,84.50576,2.134532,180.924679906647,180.924679905976,0.000492616940185344,116.078293029251,116.07829302894,0.000268727763647808,89.99986,89.99986,39.41555,0.00008717455
0.7899995,S,0.7899995,0.1001036,0,0.2932665,0,292.8904,44.03165,0.7650959,0,71.32654,84.50576,2.136017,181.287690082841,181.287690082166,0.000494825072104644,117.891169889559,117.891169889241,0.000273676014258252,89.99986,89.99986,40.59446,0.00008988657
0.7999995,S,0.7999995,0.1016673,0,0.2930518,0,293.3107,44.01657,0.7885734,0,71.31738,84.50576,2.137501,181.650676417177,181.650676416497,0.000497020554468185,119.707676613128,119.707676612804,0.000278646219691841,89.99986,89.99986,41.79153,0.00009264818
0.8099995,S,0.8099995,0.1032343,0,0.2928375,0,293.731,44.00146,0.8124362,0,71.30822,84.50576,2.138985,182.013791894913,182.013791894228,0.000499204001184902,121.527814491394,121.527814491063,0.000283638259592109,89.99986,89.99986,43.00681,0.0000954596
0.8199995,S,0.8199995,0.1048043,0,0.2926235,0,294.1512,43.98634,0.8366859,0,71.29906,84.50576,2.140469,182.376901412183,182.376901411494,0.00050137550320427,123.351583464752,123.351583464414,0.000288652014512086,89.99986,89.99986,44.24033,0.00009832106
0.8299995,S,0.8299995,0.1063776,0,0.29241,0,294.5715,43.9712,0.8613239,0,71.28991,84.50576,2.141953,182.740185769749,182.740185769055,0.000503535538011016,125.178985281604,125.178985281259,0.000293687369779647,89.99986,89.99986,45.49212,0.0001012328
0.8399995,S,0.8399995,0.1079539,0,0.2921969,0,294.9918,43.95603,0.8863513,0,71.28075,84.50576,2.143438,183.103488008709,183.103488008011,0.000505684317820576,127.010020120763,127.010020120412,0.000298744212844824,89.99986,89.99986,46.76222,0.0001041949
0.8499995,S,0.8499995,0.1095335,0,0.2919845,0,295.412,43.94084,0.9117706,0,71.27159,84.50576,2.144922,183.466869720531,183.466869719828,0.000507822267063821,128.84468877696,128.844688776602,0.000303822435401955,89.99986,89.99986,48.05067,0.0001072078
0.8599995,S,0.8599995,0.1111161,0,0.2917726,0,295.8323,43.92563,0.9375829,0,71.26244,84.50576,2.146406,183.830285208318,183.830285207611,0.000509949431215486,130.682991587954,130.682991587589,0.000308921929600127,89.99986,89.99986,49.3575,0.0001102715
0.8699995,S,0.8699995,0.112702,0,0.2915615,0,296.2526,43.9104,0.9637893,0,71.25327,84.50576,2.147891,184.193804010826,184.193804010114,0.000512066318076791,132.524929586892,132.52492958652,0.000314042592666439,89.99986,89.99986,50.68275,0.0001133863
0.8799995,S,0.8799995,0.114291,0,0.2913511,0,296.6729,43.89515,0.9903926,0,71.24412,84.50576,2.149375,184.557402286194,184.557402285478,0.000514173086809312,134.370503568502,134.370503568123,0.000319184323419605,89.99986,89.99986,52.02645,0.0001165524
0.8899994,S,0.8899994,0.1158831,0,0.2911414,0,297.0931,43.87988,1.017393,0,71.23496,84.50576,2.150859,184.921006522028,184.921006521307,0.000516270040577958,136.219713592389,136.219713592003,0.000324347023709989,89.99986,89.99986,53.38865,0.0001197701
0.8999994,S,0.8999994,0.1174784,0,0.2909325,0,297.5134,43.86458,1.044793,0,71.2258,84.50576,2.152343,185.284771690406,185.284771689681,0.000518357391598163,138.072561267878,138.072561267485,0.000329530597510109,89.99986,89.99986,54.76937,0.0001230395
0.9099994,S,0.9099994,0.1190769,0,0.2907245,0,297.9337,43.84926,1.072594,0,71.21664,84.50576,2.153827,185.648511030104,185.648511029374,0.000520435473351325,139.929046336683,139.929046336283,0.000334734952127296,89.99986,89.99986,56.16867,0.0001263608
0.9199994,S,0.9199994,0.1206785,0,0.2905173,0,298.3539,43.83392,1.100797,0,71.20749,84.50576,2.155312,186.012367592272,186.012367591538,0.000522504285837445,141.789169971029,141.789169970621,0.000339959994868882,89.99986,89.99986,57.58656,0.0001297343
0.9299994,S,0.9299994,0.1222833,0,0.290311,0,298.7742,43.81856,1.129404,0,71.19833,84.50576,2.156796,186.376285745908,186.37628574517,0.000524564314120373,143.652932786829,143.652932786414,0.000345205637892836,89.99986,89.99986,59.02309,0.0001331601
0.9399994,S,0.9399994,0.1238912,0,0.2901056,0,299.1945,43.80318,1.158418,0,71.18917,84.50576,2.15828,186.740279398763,186.74027939802,0.00052661564157046,145.520335539076,145.520335538654,0.000350471794190833,89.99986,89.99986,60.47829,0.0001366385
0.9499994,S,0.9499994,0.1255023,0,0.2899012,0,299.6147,43.78777,1.187838,0,71.18002,84.50576,2.159765,187.104292919833,187.104292919086,0.000528658442507527,147.391378426453,147.391378426024,0.000355758378497744,89.99986,89.99986,61.95221,0.0001401696
0.9599994,S,0.9599994,0.1271166,0,0.2896977,0,300.035,43.77235,1.217667,0,71.17085,84.50576,2.161249,187.468383926943,187.468383926192,0.000530693103466832,149.26606222382,149.266062223383,0.000361065309413793,89.99986,89.99986,63.44487,0.0001437538
0.9699994,S,0.9699994,0.128734,0,0.2894952,0,300.4553,43.7569,1.247907,0,71.1617,84.50576,2.162733,187.832582222415,187.83258222166,0.00053271955623627,151.14438800406,151.144388003616,0.000366392504857084,89.99986,89.99986,64.95631,0.0001473911
0.9799994,S,0.9799994,0.1303546,0,0.2892936,0,300.8756,43.74142,1.278559,0,71.15254,84.50576,2.164217,188.196796412461,188.196796411701,0.000534738179771974,153.02635592612,153.026355925668,0.00037173988653528,89.99986,89.99986,66.48658,0.0001510817
0.9899994,S,0.9899994,0.1319783,0,0.2890931,0,301.2958,43.72593,1.309625,0,71.14338,84.50576,2.165701,188.561082128081,188.561082127317,0.00053674904228605,154.911966705253,154.911966704794,0.000377107376838168,89.99986,89.99986,68.0357,0.0001548259
0.9999993,S,0.9999993,0.1336053,0,0.2888936,0,301.7161,43.71042,1.341106,0,71.13422,84.50576,2.167186,188.925491026637,188.925491025869,0.000538752401468669,156.801221573292,156.801221572825,0.000382494900732434,89.99986,89.99986,69.60371,0.000158624
1.009999,S,1.009999,0.1352353,0,0.2886916,0,302.1364,43.69489,1.372987,0,71.12507,84.50576,2.16867,189.28989793837,189.289897937598,0.000540748416481407,158.694120510365,158.694120509891,0.000387902384776381,89.99986,89.99986,71.19065,0.0001624759
1.019999,S,1.019999,0.1368686,0,0.2884941,0,302.5566,43.67933,1.405303,0,71.11591,84.50576,2.170154,189.654384322967,189.65438432219,0.000542737140378123,160.590664311204,160.590664310722,0.000393329756058851,89.99986,89.99986,72.79655,0.0001663821
1.029999,S,1.029999,0.138505,0,0.2882977,0,302.9769,43.66375,1.43804,0,71.10675,84.50576,2.171638,190.018904483528,190.018904482747,0.000544718914219337,162.490853313566,162.490853313077,0.00039877694507929,89.99986,89.99986,74.42146,0.0001703426
1.039999,S,1.039999,0.1401446,0,0.2881024,0,303.3972,43.64815,1.471199,0,71.0976,84.50576,2.173123,190.383498156487,190.383498155702,0.000546693745584173,164.394688252577,164.39468825208,0.000404243882412936,89.99986,89.99986,76.06541,0.0001743577
1.049999,S,1.049999,0.1417874,0,0.287908,0,303.8174,43.63253,1.504781,0,71.08843,84.50576,2.174607,190.748179249593,190.748179248804,0.000548661839108942,166.302170002437,166.302170001932,0.00040973050068139,89.99986,89.99986,77.72843,0.0001784276
1.059999,S,1.059999,0.1434333,0,0.2877148,0,304.2377,43.61688,1.538788,0,71.07928,84.50576,2.176091,191.112902065951,191.112902065158,0.00055062340700908,168.21329898038,168.213298979867,0.000415236734628407,89.99986,89.99986,79.41057,0.0001825524
