Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft),,
14.78,S,14.78024,0.53,0,0.2733336,0,0,37.28823,12.04,0,65.33935,84.50576,3.106388,-42.50414466,-42.50414466,-3.71148E-05,575.3259417,575.3259417,0.002057282,89.99979,89.99979,12448.58,0.03282101,17592.48407,660.44
14.79,S,14.79024,0.53,0,0.273345,0,0,37.28823,12.02,0,65.33935,84.50576,3.106388,-42.48719012,-42.48719012,-3.7075E-05,574.9010698,574.9010698,0.002056911,89.99979,89.99979,12454.33,0.03284158,17590.63944,658.60
14.80,S,14.80024,0.53,0,0.2733564,0,0,37.28823,12.00,0,65.33935,84.50576,3.106388,-42.47026141,-42.47026141,-3.70352E-05,574.4763672,574.4763672,0.002056541,89.99979,89.99979,12460.07,0.03286215,17588.79345,656.75
14.81,S,14.81024,0.53,0,0.2733678,0,0,37.28823,11.98,0,65.33935,84.50576,3.106388,-42.45336101,-42.45336101,-3.69954E-05,574.0518336,574.0518336,0.002056171,89.99979,89.99979,12465.81,0.03288271,17586.95608,654.92
14.82,S,14.82024,0.53,0,0.2733791,0,0,37.28823,11.96,0,65.33935,84.50576,3.106388,-42.43648296,-42.43648296,-3.69557E-05,573.6274688,573.6274688,0.002055801,89.99979,89.99979,12471.55,0.03290327,17585.12731,653.09
14.83,S,14.83024,0.53,0,0.2733905,0,0,37.28823,11.94,0,65.33935,84.50576,3.106388,-42.41962279,-42.41962279,-3.6916E-05,573.2032726,573.2032726,0.002055432,89.99979,89.99979,12477.28,0.03292383,17583.29715,651.26
14.84,S,14.84024,0.53,0,0.2734019,0,0,37.28823,11.92,0,65.33935,84.50576,3.106388,-42.40280137,-42.40280137,-3.68765E-05,572.7792446,572.7792446,0.002055064,89.99979,89.99979,12483.01,0.03294438,17581.47558,649.44
14.85,S,14.85024,0.53,0,0.2734133,0,0,37.28823,11.90,0,65.33935,84.50576,3.106388,-42.3859864,-42.3859864,-3.68369E-05,572.3553847,572.3553847,0.002054695,89.99979,89.99979,12488.73,0.03296493,17579.65258,647.61
14.86,S,14.86024,0.53,0,0.2734247,0,0,37.28823,11.89,0,65.33935,84.50576,3.106388,-42.36920918,-42.36920918,-3.67973E-05,571.9316926,571.9316926,0.002054327,89.99979,89.99979,12494.45,0.03298547,17577.83816,645.80
14.87,S,14.87024,0.53,0,0.2734362,0,0,37.28823,11.87,0,65.33935,84.50576,3.106388,-42.35243942,-42.35243942,-3.67579E-05,571.5081682,571.5081682,0.00205396,89.99979,89.99979,12500.17,0.03300602,17576.03229,643.99
14.88,S,14.88025,0.53,0,0.2734476,0,0,37.28823,11.85,0,65.33935,84.50576,3.106388,-42.3357069,-42.3357069,-3.67184E-05,571.0848112,571.0848112,0.002053592,89.99979,89.99979,12505.88,0.03302655,17574.22496,642.18
14.89,S,14.89025,0.53,0,0.273459,0,0,37.28823,11.83,0,65.33935,84.50576,3.106388,-42.31900071,-42.31900071,-3.6679E-05,570.6616212,570.6616212,0.002053226,89.99979,89.99979,12511.58,0.03304709,17572.41617,640.38
14.90,S,14.90025,0.53,0,0.2734704,0,0,37.28823,11.81,0,65.33935,84.50576,3.106388,-42.30231241,-42.30231241,-3.66397E-05,570.2385981,570.2385981,0.002052859,89.99979,89.99979,12517.29,0.03306762,17570.6259,638.59
14.91,S,14.91025,0.53,0,0.2734819,0,0,37.28823,11.79,0,65.33935,84.50576,3.106388,-42.28563999,-42.28563999,-3.66004E-05,569.8157417,569.8157417,0.002052493,89.99979,89.99979,12522.98,0.03308814,17568.82415,636.78
14.92,S,14.92025,0.53,0,0.2734933,0,0,37.28823,11.77,0,65.33935,84.50576,3.106388,-42.26900136,-42.26900136,-3.65611E-05,569.3930517,569.3930517,0.002052128,89.99979,89.99979,12528.68,0.03310867,17567.0409,635.00
14.93,S,14.93025,0.53,0,0.2735047,0,0,37.28823,11.75,0,65.33935,84.50576,3.106388,-42.2523806,-42.2523806,-3.65219E-05,568.9705279,568.9705279,0.002051762,89.99979,89.99979,12534.37,0.03312919,17565.25614,633.22
14.94,S,14.94025,0.53,0,0.2735162,0,0,37.28823,11.73,0,65.33935,84.50576,3.106388,-42.23577872,-42.23577872,-3.64827E-05,568.5481701,568.5481701,0.002051398,89.99979,89.99979,12540.05,0.0331497,17563.46987,631.43
14.95,S,14.95025,0.52,0,0.2735277,0,0,37.28823,11.71,0,65.33935,84.50576,3.106388,-42.21921906,-42.21921906,-3.64436E-05,568.1259779,568.1259779,0.002051033,89.99979,89.99979,12545.73,0.03317021,17561.69206,629.65
14.96,S,14.96025,0.52,0,0.2735391,0,0,37.28823,11.69,0,65.33935,84.50576,3.106388,-42.20266983,-42.20266983,-3.64045E-05,567.7039512,567.7039512,0.002050669,89.99979,89.99979,12551.41,0.03319072,17559.92272,627.88
14.97,S,14.97025,0.52,0,0.2735506,0,0,37.28823,11.67,0,65.33935,84.50576,3.106388,-42.18614146,-42.18614146,-3.63655E-05,567.2820898,567.2820898,0.002050305,89.99979,89.99979,12557.08,0.03321122,17558.15182,626.11
14.98,S,14.98025,0.52,0,0.273562,0,0,37.28823,11.65,0,65.33935,84.50576,3.106388,-42.16963991,-42.16963991,-3.63265E-05,566.8603934,566.8603934,0.002049942,89.99979,89.99979,12562.75,0.03323172,17556.38936,624.35
14.99,S,14.99025,0.52,0,0.2735735,0,0,37.28823,11.63,0,65.33935,84.50576,3.106388,-42.15316072,-42.15316072,-3.62875E-05,566.4388618,566.4388618,0.002049579,89.99979,89.99979,12568.42,0.03325222,17554.63533,622.60
15.00,S,15.00025,0.52,0,0.273585,0,0,37.28823,11.62,0,65.33935,84.50576,3.106388,-42.13671182,-42.13671182,-3.62486E-05,566.0174947,566.0174947,0.002049217,89.99979,89.99979,12574.08,0.03327271,17552.87972,620.84
15.01,S,15.01025,0.52,0,0.2735965,0,0,37.28823,11.60,0,65.33935,84.50576,3.106388,-42.12027187,-42.12027187,-3.62097E-05,565.596292,565.596292,0.002048855,89.99979,89.99979,12579.73,0.0332932,17551.12251,619.08
15.02,S,15.02025,0.52,0,0.273608,0,0,37.28823,11.58,0,65.33935,84.50576,3.106388,-42.10387115,-42.10387115,-3.61709E-05,565.1752533,565.1752533,0.002048493,89.99979,89.99979,12585.38,0.03331369,17549.37371,617.33
15.03,S,15.03025,0.52,0,0.2736195,0,0,37.28823,11.56,0,65.33935,84.50576,3.106388,-42.08748037,-42.08748037,-3.61321E-05,564.7543785,564.7543785,0.002048132,89.99979,89.99979,12591.03,0.03333417,17547.63328,615.59
15.04,S,15.04025,0.52,0,0.2736309,0,0,37.28823,11.54,0,65.33935,84.50576,3.106388,-42.07112138,-42.07112138,-3.60934E-05,564.3336673,564.3336673,0.002047771,89.99979,89.99979,12596.68,0.03335465,17545.90124,613.86
15.05,S,15.05025,0.52,0,0.2736425,0,0,37.28823,11.52,0,65.33935,84.50576,3.106388,-42.05478126,-42.05478126,-3.60547E-05,563.9131195,563.9131195,0.00204741,89.99979,89.99979,12602.31,0.03337512,17544.15755,612.12
15.06,S,15.06025,0.52,0,0.273654,0,0,37.28823,11.50,0,65.33935,84.50576,3.106388,-42.03846151,-42.03846151,-3.60161E-05,563.4927349,563.4927349,0.00204705,89.99979,89.99979,12607.95,0.03339559,17542.43223,610.39
15.07,S,15.07025,0.52,0,0.2736655,0,0,37.28823,11.48,0,65.33935,84.50576,3.106388,-42.02216461,-42.02216461,-3.59774E-05,563.0725133,563.0725133,0.00204669,89.99979,89.99979,12613.58,0.03341606,17540.70524,608.67
15.08,S,15.08025,0.52,0,0.273677,0,0,37.28823,11.46,0,65.33935,84.50576,3.106388,-42.00589602,-42.00589602,-3.59389E-05,562.6524543,562.6524543,0.002046331,89.99979,89.99979,12619.21,0.03343653,17538.9866,606.95
15.09,S,15.09025,0.52,0,0.2736885,0,0,37.28823,11.45,0,65.33935,84.50576,3.106388,-41.98964978,-41.98964978,-3.59004E-05,562.2325578,562.2325578,0.002045972,89.99979,89.99979,12624.83,0.03345699,17537.26627,605.23
15.10,S,15.10025,0.52,0,0.2737001,0,0,37.28823,11.43,0,65.33935,84.50576,3.106388,-41.97342092,-41.97342092,-3.58619E-05,561.8128236,561.8128236,0.002045613,89.99979,89.99979,12630.45,0.03347745,17535.55426,603.51
15.11,S,15.11025,0.52,0,0.2737116,0,0,37.28823,11.41,0,65.33935,84.50576,3.106388,-41.95722982,-41.95722982,-3.58235E-05,561.3932513,561.3932513,0.002045255,89.99979,89.99979,12636.06,0.03349791,17533.84055,601.80
15.12,S,15.12025,0.52,0,0.2737232,0,0,37.28823,11.39,0,65.33935,84.50576,3.106388,-41.94103921,-41.94103921,-3.57851E-05,560.973841,560.973841,0.002044897,89.99979,89.99979,12641.67,0.03351836,17532.13513,600.10
15.13,S,15.13025,0.52,0,0.2737347,0,0,37.28823,11.37,0,65.33935,84.50576,3.106388,-41.92488933,-41.92488933,-3.57467E-05,560.5545921,560.5545921,0.00204454,89.99979,89.99979,12647.28,0.03353881,17530.438,598.40
15.14,S,15.14025,0.52,0,0.2737462,0,0,37.28823,11.35,0,65.33935,84.50576,3.106388,-41.90875584,-41.90875584,-3.57084E-05,560.1355045,560.1355045,0.002044183,89.99979,89.99979,12652.88,0.03355925,17528.73913,596.70
15.15,S,15.15025,0.52,0,0.2737578,0,0,37.28823,11.33,0,65.33935,84.50576,3.106388,-41.89264918,-41.89264918,-3.56701E-05,559.716578,559.716578,0.002043826,89.99979,89.99979,12658.47,0.03357969,17527.03853,595.00
15.16,S,15.16025,0.52,0,0.2737693,0,0,37.28823,11.31,0,65.33935,84.50576,3.106388,-41.87656139,-41.87656139,-3.56319E-05,559.2978124,559.2978124,0.00204347,89.99979,89.99979,12664.07,0.03360013,17525.35618,593.32
15.17,S,15.17025,0.52,0,0.2737809,0,0,37.28823,11.30,0,65.33935,84.50576,3.106388,-41.86048899,-41.86048899,-3.55937E-05,558.8792076,558.8792076,0.002043114,89.99979,89.99979,12669.66,0.03362056,17523.67207,591.63
15.18,S,15.18025,0.52,0,0.2737925,0,0,37.28823,11.28,0,65.33935,84.50576,3.106388,-41.84445137,-41.84445137,-3.55556E-05,558.4607631,558.4607631,0.002042758,89.99979,89.99979,12675.24,0.03364099,17521.98619,589.95
15.19,S,15.19025,0.52,0,0.2738041,0,0,37.28823,11.26,0,65.33935,84.50576,3.106388,-41.82843063,-41.82843063,-3.55175E-05,558.0424788,558.0424788,0.002042403,89.99979,89.99979,12680.82,0.03366142,17520.30853,588.27
15.20,S,15.20025,0.52,0,0.2738157,0,0,37.28823,11.24,0,65.33935,84.50576,3.106388,-41.81243473,-41.81243473,-3.54794E-05,557.6243544,557.6243544,0.002042048,89.99979,89.99979,12686.40,0.03368184,17518.63908,586.60
15.21,S,15.21025,0.51,0,0.2738272,0,0,37.28823,11.22,0,65.33935,84.50576,3.106388,-41.79645522,-41.79645522,-3.54414E-05,557.2063899,557.2063899,0.002041694,89.99979,89.99979,12691.97,0.03370226,17516.96784,584.93
15.22,S,15.22025,0.51,0,0.2738388,0,0,37.28823,11.20,0,65.33935,84.50576,3.106388,-41.78050105,-41.78050105,-3.54035E-05,556.7885849,556.7885849,0.00204134,89.99979,89.99979,12697.54,0.03372267,17515.30478,583.26
15.23,S,15.23025,0.51,0,0.2738504,0,0,37.28823,11.18,0,65.33935,84.50576,3.106388,-41.76457369,-41.76457369,-3.53655E-05,556.3709392,556.3709391,0.002040986,89.99979,89.99979,12703.10,0.03374308,17513.63991,581.60
15.24,S,15.24025,0.51,0,0.273862,0,0,37.28823,11.17,0,65.33935,84.50576,3.106388,-41.74866273,-41.74866273,-3.53276E-05,555.9534525,555.9534525,0.002040633,89.99979,89.99979,12708.66,0.03376349,17511.9832,579.94
15.25,S,15.25025,0.51,0,0.2738737,0,0,37.28823,11.15,0,65.33935,84.50576,3.106388,-41.73277014,-41.73277014,-3.52898E-05,555.5361248,555.5361248,0.00204028,89.99979,89.99979,12714.22,0.03378389,17510.33466,578.29
15.26,S,15.26025,0.51,0,0.2738853,0,0,37.28823,11.13,0,65.33935,84.50576,3.106388,-41.71691829,-41.71691829,-3.5252E-05,555.1189557,555.1189557,0.002039927,89.99979,89.99979,12719.77,0.03380429,17508.68426,576.64
15.27,S,15.27025,0.51,0,0.2738969,0,0,37.28823,11.11,0,65.33935,84.50576,3.106388,-41.70106991,-41.70106991,-3.52142E-05,554.701945,554.701945,0.002039575,89.99979,89.99979,12725.31,0.03382469,17507.03201,574.99
15.28,S,15.28025,0.51,0,0.2739085,0,0,37.28823,11.09,0,65.33935,84.50576,3.106388,-41.68526027,-41.68526027,-3.51765E-05,554.2850924,554.2850924,0.002039223,89.99979,89.99979,12730.86,0.03384508,17505.39788,573.36
15.29,S,15.29025,0.51,0,0.2739201,0,0,37.28823,11.07,0,65.33935,84.50576,3.106388,-41.66945908,-41.66945908,-3.51388E-05,553.8683978,553.8683978,0.002038872,89.99979,89.99979,12736.40,0.03386547,17503.76188,571.72
15.30,S,15.30025,0.51,0,0.2739318,0,0,37.28823,11.06,0,65.33935,84.50576,3.106388,-41.65367925,-41.65367925,-3.51012E-05,553.451861,553.451861,0.002038521,89.99979,89.99979,12741.93,0.03388586,17502.12398,570.08
15.31,S,15.31026,0.51,0,0.2739434,0,0,37.28823,11.04,0,65.33935,84.50576,3.106388,-41.63792077,-41.63792077,-3.50636E-05,553.0354818,553.0354818,0.00203817,89.99979,89.99979,12747.46,0.03390625,17500.49419,568.45
15.32,S,15.32026,0.51,0,0.2739551,0,0,37.28823,11.02,0,65.33935,84.50576,3.106388,-41.62219906,-41.62219906,-3.5026E-05,552.6192598,552.6192598,0.00203782,89.99979,89.99979,12752.99,0.03392663,17498.87249,566.83
15.33,S,15.33026,0.51,0,0.2739667,0,0,37.28823,11.00,0,65.33935,84.50576,3.106388,-41.60648429,-41.60648429,-3.49885E-05,552.203195,552.203195,0.00203747,89.99979,89.99979,12758.51,0.03394701,17497.24887,565.21
15.34,S,15.34026,0.51,0,0.2739784,0,0,37.28823,10.98,0,65.33935,84.50576,3.106388,-41.59080678,-41.59080678,-3.4951E-05,551.7872869,551.7872869,0.002037121,89.99979,89.99979,12764.03,0.03396738,17495.63331,563.59
15.35,S,15.35026,0.51,0,0.27399,0,0,37.28823,10.97,0,65.33935,84.50576,3.106388,-41.57514268,-41.57514268,-3.49136E-05,551.3715355,551.3715355,0.002036772,89.99979,89.99979,12769.54,0.03398775,17494.01582,561.98
15.36,S,15.36026,0.51,0,0.2740017,0,0,37.28823,10.95,0,65.33935,84.50576,3.106388,-41.55949248,-41.55949248,-3.48762E-05,550.9559406,550.9559406,0.002036423,89.99979,89.99979,12775.05,0.03400812,17492.40638,560.37
15.37,S,15.37026,0.51,0,0.2740134,0,0,37.28823,10.93,0,65.33935,84.50576,3.106388,-41.54388103,-41.54388103,-3.48388E-05,550.5405018,550.5405018,0.002036074,89.99979,89.99979,12780.56,0.03402848,17490.80498,558.76
15.38,S,15.38026,0.51,0,0.2740251,0,0,37.28823,10.91,0,65.33935,84.50576,3.106388,-41.52827207,-41.52827207,-3.48015E-05,550.1252191,550.1252191,0.002035726,89.99979,89.99979,12786.06,0.03404884,17489.20162,557.16
15.39,S,15.39026,0.51,0,0.2740367,0,0,37.28823,10.89,0,65.33935,84.50576,3.106388,-41.51269986,-41.51269986,-3.47642E-05,549.7100921,549.7100921,0.002035379,89.99979,89.99979,12791.55,0.03406919,17487.59627,555.56
15.40,S,15.40026,0.51,0,0.2740484,0,0,37.28823,10.87,0,65.33935,84.50576,3.106388,-41.49713907,-41.49713907,-3.4727E-05,549.2951207,549.2951207,0.002035032,89.99979,89.99979,12797.05,0.03408954,17486.00894,553.97
15.41,S,15.41026,0.51,0,0.2740601,0,0,37.28823,10.86,0,65.33935,84.50576,3.106388,-41.48160958,-41.48160958,-3.46898E-05,548.8803046,548.8803046,0.002034685,89.99979,89.99979,12802.54,0.03410989,17484.41961,552.38
15.42,S,15.42026,0.51,0,0.2740718,0,0,37.28823,10.84,0,65.33935,84.50576,3.106388,-41.46610045,-41.46610045,-3.46527E-05,548.4656436,548.4656436,0.002034338,89.99979,89.99979,12808.02,0.03413023,17482.82827,550.79
15.43,S,15.43026,0.51,0,0.2740835,0,0,37.28823,10.82,0,65.33935,84.50576,3.106388,-41.45060175,-41.45060175,-3.46156E-05,548.0511376,548.0511376,0.002033992,89.99979,89.99979,12813.50,0.03415057,17481.24491,549.20
15.44,S,15.44026,0.51,0,0.2740952,0,0,37.28823,10.80,0,65.33935,84.50576,3.106388,-41.4351408,-41.4351408,-3.45785E-05,547.6367862,547.6367862,0.002033646,89.99979,89.99979,12818.98,0.03417091,17479.66953,547.63
15.45,S,15.45026,0.51,0,0.2741069,0,0,37.28823,10.79,0,65.33935,84.50576,3.106388,-41.4196878,-41.4196878,-3.45415E-05,547.2225894,547.2225894,0.002033301,89.99979,89.99979,12824.45,0.03419125,17478.09211,546.05
15.46,S,15.46026,0.51,0,0.2741187,0,0,37.28823,10.77,0,65.33935,84.50576,3.106388,-41.40426162,-41.40426162,-3.45045E-05,546.8085468,546.8085468,0.002032956,89.99979,89.99979,12829.92,0.03421158,17476.52264,544.48
15.47,S,15.47026,0.51,0,0.2741304,0,0,37.28823,10.75,0,65.33935,84.50576,3.106388,-41.38885928,-41.38885928,-3.44675E-05,546.3946582,546.3946582,0.002032611,89.99979,89.99979,12835.38,0.03423191,17474.95112,542.91
15.48,S,15.48026,0.50,0,0.2741421,0,0,37.28823,10.73,0,65.33935,84.50576,3.106388,-41.37348029,-41.37348029,-3.44306E-05,545.9809234,545.9809234,0.002032267,89.99979,89.99979,12840.84,0.03425223,17473.38753,541.35
15.49,S,15.49026,0.50,0,0.2741539,0,0,37.28823,10.71,0,65.33935,84.50576,3.106388,-41.35812017,-41.35812017,-3.43938E-05,545.5673422,545.5673422,0.002031923,89.99979,89.99979,12846.30,0.03427256,17471.83187,539.79
15.50,S,15.50026,0.50,0,0.2741656,0,0,37.28823,10.70,0,65.33935,84.50576,3.106388,-41.34278042,-41.34278042,-3.43569E-05,545.1539144,545.1539144,0.002031579,89.99979,89.99979,12851.75,0.03429287,17470.27412,538.23
15.51,S,15.51026,0.50,0,0.2741774,0,0,37.28823,10.68,0,65.33935,84.50576,3.106388,-41.32746352,-41.32746352,-3.43201E-05,544.7406398,544.7406398,0.002031236,89.99979,89.99979,12857.20,0.03431319,17468.72428,536.68
15.52,S,15.52026,0.50,0,0.2741891,0,0,37.28823,10.66,0,65.33935,84.50576,3.106388,-41.31216449,-41.31216449,-3.42834E-05,544.3275181,544.3275181,0.002030893,89.99979,89.99979,12862.64,0.0343335,17467.17234,535.13
15.53,S,15.53026,0.50,0,0.2742009,0,0,37.28823,10.64,0,65.33935,84.50576,3.106388,-41.29689229,-41.29689229,-3.42467E-05,543.9145492,543.9145492,0.002030551,89.99979,89.99979,12868.08,0.0343538,17465.62828,533.59
15.54,S,15.54026,0.50,0,0.2742127,0,0,37.28823,10.63,0,65.33935,84.50576,3.106388,-41.28163698,-41.28163698,-3.421E-05,543.5017329,543.5017329,0.002030209,89.99979,89.99979,12873.51,0.03437411,17464.0821,532.04
15.55,S,15.55026,0.50,0,0.2742244,0,0,37.28823,10.61,0,65.33935,84.50576,3.106388,-41.26640203,-41.26640203,-3.41734E-05,543.0890689,543.0890689,0.002029867,89.99979,89.99979,12878.95,0.03439441,17462.55379,530.51
15.56,S,15.56026,0.50,0,0.2742362,0,0,37.28823,10.59,0,65.33935,84.50576,3.106388,-41.25119093,-41.25119093,-3.41368E-05,542.676557,542.676557,0.002029526,89.99979,89.99979,12884.37,0.0344147,17461.01334,528.97
15.57,S,15.57026,0.50,0,0.274248,0,0,37.28823,10.57,0,65.33935,84.50576,3.106388,-41.23600118,-41.23600118,-3.41002E-05,542.264197,542.2641969,0.002029185,89.99979,89.99979,12889.79,0.034435,17459.48073,527.44
15.58,S,15.58026,0.50,0,0.2742598,0,0,37.28823,10.55,0,65.33935,84.50576,3.106388,-41.22084124,-41.22084124,-3.40637E-05,541.8519885,541.8519885,0.002028844,89.99979,89.99979,12895.21,0.03445529,17457.95597,525.92
15.59,S,15.59026,0.50,0,0.2742715,0,0,37.28823,10.54,0,65.33935,84.50576,3.106388,-41.20568825,-41.20568825,-3.40273E-05,541.4399317,541.4399317,0.002028504,89.99979,89.99979,12900.63,0.03447558,17456.43903,524.40
15.60,S,15.60026,0.50,0,0.2742833,0,0,37.28823,10.52,0,65.33935,84.50576,3.106388,-41.1905591,-41.1905591,-3.39908E-05,541.0280261,541.0280261,0.002028164,89.99979,89.99979,12906.04,0.03449586,17454.91992,522.88
15.61,S,15.61026,0.50,0,0.2742952,0,0,37.28823,10.50,0,65.33935,84.50576,3.106388,-41.1754513,-41.1754513,-3.39544E-05,540.6162716,540.6162716,0.002027824,89.99979,89.99979,12911.44,0.03451614,17453.39862,521.36
15.62,S,15.62026,0.50,0,0.274307,0,0,37.28823,10.48,0,65.33935,84.50576,3.106388,-41.16037133,-41.16037133,-3.39181E-05,540.2046679,540.2046679,0.002027485,89.99979,89.99979,12916.85,0.03453642,17451.89512,519.86
15.63,S,15.63026,0.50,0,0.2743188,0,0,37.28823,10.47,0,65.33935,84.50576,3.106388,-41.14530924,-41.14530924,-3.38818E-05,539.7932148,539.7932148,0.002027146,89.99979,89.99979,12922.24,0.03455669,17450.37941,518.34
15.64,S,15.64026,0.50,0,0.2743306,0,0,37.28823,10.45,0,65.33935,84.50576,3.106388,-41.13026254,-41.13026254,-3.38455E-05,539.3819122,539.3819122,0.002026808,89.99979,89.99979,12927.64,0.03457696,17448.88149,516.84
15.65,S,15.65026,0.50,0,0.2743424,0,0,37.28823,10.43,0,65.33935,84.50576,3.106388,-41.11524416,-41.11524416,-3.38092E-05,538.9707598,538.9707598,0.00202647,89.99979,89.99979,12933.03,0.03459723,17447.38134,515.34
15.66,S,15.66026,0.50,0,0.2743543,0,0,37.28823,10.42,0,65.33935,84.50576,3.106388,-41.10024167,-41.10024167,-3.3773E-05,538.5597573,538.5597573,0.002026132,89.99979,89.99979,12938.41,0.03461749,17445.87895,513.84
15.67,S,15.67026,0.50,0,0.2743661,0,0,37.28823,10.40,0,65.33935,84.50576,3.106388,-41.08527097,-41.08527097,-3.37369E-05,538.1489046,538.1489046,0.002025795,89.99979,89.99979,12943.79,0.03463775,17444.38432,512.34
15.68,S,15.68026,0.50,0,0.2743779,0,0,37.28823,10.38,0,65.33935,84.50576,3.106388,-41.07030225,-41.07030225,-3.37008E-05,537.7382016,537.7382016,0.002025458,89.99979,89.99979,12949.17,0.034658,17442.89744,510.86
15.69,S,15.69026,0.50,0,0.2743898,0,0,37.28823,10.36,0,65.33935,84.50576,3.106388,-41.05537029,-41.05537029,-3.36647E-05,537.3276479,537.3276479,0.002025121,89.99979,89.99979,12954.54,0.03467825,17441.4083,509.37
15.70,S,15.70026,0.50,0,0.2744017,0,0,37.28823,10.35,0,65.33935,84.50576,3.106388,-41.04045125,-41.04045125,-3.36286E-05,536.9172434,536.9172434,0.002024785,89.99979,89.99979,12959.91,0.0346985,17439.92688,507.89
15.71,S,15.71026,0.50,0,0.2744135,0,0,37.28823,10.33,0,65.33935,84.50576,3.106388,-41.02555158,-41.02555158,-3.35926E-05,536.5069879,536.5069879,0.002024449,89.99979,89.99979,12965.28,0.03471875,17438.45318,506.41
15.72,S,15.72026,0.50,0,0.2744254,0,0,37.28823,10.31,0,65.33935,84.50576,3.106388,-41.01067327,-41.01067327,-3.35566E-05,536.0968812,536.0968812,0.002024113,89.99979,89.99979,12970.64,0.034739,17436.9772,504.94
15.73,S,15.73026,0.50,0,0.2744372,0,0,37.28823,10.29,0,65.33935,84.50576,3.106388,-40.99581929,-40.99581929,-3.35207E-05,535.686923,535.686923,0.002023778,89.99979,89.99979,12976.00,0.03475923,17435.50891,503.47
15.74,S,15.74026,0.50,0,0.2744491,0,0,37.28823,10.28,0,65.33935,84.50576,3.106388,-40.98099164,-40.98099164,-3.34848E-05,535.2771131,535.2771131,0.002023443,89.99979,89.99979,12981.35,0.03477947,17434.03832,502.00
15.75,S,15.75027,0.49,0,0.274461,0,0,37.28823,10.26,0,65.33935,84.50576,3.106388,-40.96617691,-40.96617691,-3.3449E-05,534.8674514,534.8674514,0.002023109,89.99979,89.99979,12986.70,0.0347997,17432.5754,500.54
15.76,S,15.76027,0.49,0,0.2744729,0,0,37.28823,10.24,0,65.33935,84.50576,3.106388,-40.95137906,-40.95137906,-3.34132E-05,534.4579376,534.4579376,0.002022774,89.99979,89.99979,12992.04,0.03481993,17431.11017,499.07
15.77,S,15.77027,0.49,0,0.2744848,0,0,37.28823,10.23,0,65.33935,84.50576,3.106388,-40.93661201,-40.93661201,-3.33774E-05,534.0485715,534.0485715,0.002022441,89.99979,89.99979,12997.38,0.03484016,17429.65259,497.61
15.78,S,15.78027,0.49,0,0.2744967,0,0,37.28823,10.21,0,65.33935,84.50576,3.106388,-40.92185787,-40.92185787,-3.33416E-05,533.6393529,533.6393529,0.002022107,89.99979,89.99979,13002.72,0.03486038,17428.20267,496.16
