Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.4199999,S,0.4199999,0.07946315,0,0.2961054,0,488.1756,48.64325,0.4872275,0,72.88571,84.50576,1.883314,290.396659624857,290.396659624311,0.000562991989186298,95.0551200001878,95.05512,0.0001889258,89.9999,89.9999,16.34168,0.00003324139
0.4299999,S,0.4299999,0.08196753,0,0.2957662,0,487.9403,48.61375,0.5178099,0,72.86823,84.50576,1.886147,290.41642790733,290.416427906784,0.000563026494958015,97.9592900001932,97.95929,0.0001945561,89.9999,89.9999,17.30675,0.0000351588
0.4399998,S,0.4399998,0.0844721,0,0.2954232,0,487.705,48.58427,0.5492796,0,72.85075,84.50576,1.888981,290.438495611727,290.438495611018,0.000641752868224756,100.863674891392,100.863674891192,0.000200973628538805,89.99989,89.99989,18.31539,0.00003713644
0.4499998,S,0.4499998,0.08697689,0,0.2950778,0,487.4697,48.55481,0.5816339,0,72.83327,84.50576,1.891815,290.45659158229,290.456591581576,0.000643838756474283,103.768240742293,103.768240742086,0.000207412015959639,89.99989,89.99989,19.35307,0.00003917837
0.4599998,S,0.4599998,0.08948186,0,0.2947308,0,487.2344,48.52536,0.6148705,0,72.81578,84.50576,1.894648,290.474075611819,290.474075611101,0.000645872454885007,106.672981433485,106.672981433271,0.000213870740364125,89.99989,89.99989,20.4198,0.00004128479
0.4699998,S,0.4699998,0.091987,0,0.2943832,0,487.191,48.49592,0.6489876,0,72.79829,84.50576,1.897482,290.618159909682,290.618159908959,0.000648112138692041,109.579162967624,109.579162967402,0.000220351861606181,89.99989,89.99989,21.51559,0.0000434559
0.4799998,S,0.4799998,0.0944934,0,0.2940354,0,487.4353,48.46649,0.6839982,0,72.78082,84.50576,1.900315,290.952752577434,290.952752576706,0.000650691071609542,112.488690428365,112.488690428136,0.000226858772176836,89.99989,89.99989,22.64048,0.00004569196
0.4899998,S,0.4899998,0.09700274,0,0.2936878,0,487.6796,48.43706,0.7199253,0,72.76333,84.50576,1.903149,291.287178352176,291.287178351444,0.000653229660856995,115.401562146779,115.401562146543,0.000233391068639398,89.99989,89.99989,23.79449,0.00004799321
0.4999998,S,0.4999998,0.09951497,0,0.293341,0,487.9239,48.40761,0.7567698,0,72.74585,84.50576,1.905982,291.621564390487,291.62156438975,0.000655729930060157,118.317777725501,118.317777725258,0.000239948367793432,89.99989,89.99989,24.97767,0.0000503599
0.5099998,S,0.5099998,0.1020301,0,0.2929952,0,488.1682,48.37814,0.794533,0,72.72836,84.50576,1.908816,291.955775588504,291.955775587762,0.000658193592100754,121.237335416129,121.237335415878,0.000246530303567322,89.99989,89.99989,26.19005,0.0000527923
0.5199998,S,0.5199998,0.1045482,0,0.292651,0,488.4125,48.34866,0.8332156,0,72.71088,84.50576,1.91165,292.289875524515,292.289875523768,0.00066062246596823,124.160234106042,124.160234105784,0.000253136528079344,89.99989,89.99989,27.43165,0.00005529063
0.5299998,S,0.5299998,0.1070691,0,0.2923085,0,488.6568,48.31917,0.8728186,0,72.6934,84.50576,1.914483,292.623963539595,292.623963538844,0.00066301780221783,127.086473676031,127.086473675766,0.000259766705953326,89.99988,89.99988,28.70251,0.00005785515
0.5399998,S,0.5399998,0.109593,0,0.2919682,0,488.9011,48.28966,0.913343,0,72.67592,84.50576,1.917317,292.957868767096,292.95786876634,0.000665381306152156,130.016052298221,130.016052297948,0.000266420518866123,89.99988,89.99988,30.00267,0.00006048608
0.5499998,S,0.5499998,0.1121198,0,0.2916301,0,489.1454,48.26013,0.9547905,0,72.65843,84.50576,1.92015,293.291698495376,293.291698494616,0.000667714137376978,132.948969217618,132.948969217338,0.000273097660090647,89.99988,89.99988,31.33216,0.00006318367
0.5599998,S,0.5599998,0.1146495,0,0.2912944,0,489.3897,48.23059,0.9971617,0,72.64095,84.50576,1.922984,293.625373251577,293.625373250813,0.000670017667713504,135.885222884504,135.885222884216,0.000279797836618021,89.99988,89.99988,32.69102,0.00006594815
0.5699998,S,0.5699998,0.1171821,0,0.2909614,0,489.634,48.20104,1.040458,0,72.62347,84.50576,1.925817,293.959004297705,293.959004296936,0.000672293162875221,138.824812861776,138.82481286148,0.000286520768096504,89.99988,89.99988,34.07927,0.00006877974
0.5799997,S,0.5799997,0.1197177,0,0.2906311,0,489.8783,48.17147,1.08468,0,72.60598,84.50576,1.928651,294.292488319038,294.292488318265,0.000674541570252465,141.767737679186,141.767737678883,0.000293266183648257,89.99988,89.99988,35.49694,0.00007167868
0.5899997,S,0.5899997,0.1222561,0,0.2903036,0,490.1226,48.14189,1.12983,0,72.5885,84.50576,1.931484,294.625869025652,294.625869024875,0.000676764026713638,144.713996303589,144.713996303278,0.000300033823764125,89.99988,89.99988,36.94408,0.00007464518
0.5999997,S,0.5999997,0.1247974,0,0.2899791,0,490.3669,48.11229,1.175908,0,72.57101,84.50576,1.934318,294.959166285761,294.95916628498,0.000678961563019426,147.663587900518,147.663587900199,0.00030682343924256,89.99988,89.99988,38.42072,0.00007767947
0.6099997,S,0.6099997,0.1273417,0,0.2896576,0,490.6112,48.08268,1.222917,0,72.55354,84.50576,1.937152,295.292356257507,295.292356256721,0.000681134937082096,150.61651139709,150.616511396763,0.000313634788461135,89.99988,89.99988,39.92688,0.00008078176
0.6199997,S,0.6199997,0.1298889,0,0.289339,0,490.8556,48.05305,1.270857,0,72.53605,84.50576,1.939985,295.62538728353,295.62538728274,0.000683285141766721,153.572765203847,153.572765203513,0.000320467639726076,89.99988,89.99988,41.46261,0.00008395228
0.6299997,S,0.6299997,0.1324389,0,0.2890236,0,491.0999,48.02341,1.31973,0,72.51857,84.50576,1.942819,295.958275258402,295.958275257608,0.000685413048672409,156.532347890279,156.532347889937,0.000327321770059598,89.99988,89.99988,43.02794,0.00008719122
0.6399997,S,0.6399997,0.1349919,0,0.2887076,0,491.3441,47.99376,1.369519,0,72.50108,84.50576,1.945652,296.29107978677,296.291079785972,0.000687519385394938,159.49525862192,159.49525862157,0.000334196963759875,89.99988,89.99988,44.62289,0.00009049881
0.6499997,S,0.6499997,0.1375478,0,0.2883984,0,491.5885,47.96409,1.42026,0,72.4836,84.50576,1.948486,296.623788947704,296.623788946902,0.000689604993216925,162.461496445096,162.461496444738,0.000341093013537906,89.99988,89.99988,46.2475,0.00009387526
0.6599997,S,0.6599997,0.1401066,0,0.2880923,0,491.8999,47.9344,1.471938,0,72.46612,84.50576,1.951319,297.001451932732,297.001451931926,0.000691765202343493,165.431510898038,165.431510897672,0.000348010665406719,89.99988,89.99988,47.90182,0.00009732078
0.6699997,S,0.6699997,0.1426687,0,0.2877892,0,492.2786,47.9047,1.524562,0,72.44864,84.50576,1.954153,297.424164109289,297.424164108479,0.000694001445228829,168.405752472651,168.405752472277,0.000354950679703886,89.99988,89.99988,49.58588,0.0001008356
0.6799996,S,0.6799996,0.1452345,0,0.2874891,0,492.6572,47.87498,1.578142,0,72.43115,84.50576,1.956987,297.846884233131,297.846884232317,0.000696219892334102,171.384221248408,171.384221248026,0.00036191287847161,89.99988,89.99988,51.29972,0.0001044199
0.6899996,S,0.6899996,0.1478039,0,0.2871921,0,493.0358,47.84523,1.63268,0,72.41367,84.50576,1.95982,298.269687803478,298.26968780266,0.000698421309150704,174.366918059774,174.366918059384,0.000368897091407008,89.99988,89.99988,53.04338,0.000108074
0.6999996,S,0.6999996,0.1503771,0,0.2868981,0,493.4145,47.81546,1.688179,0,72.39619,84.50576,1.962654,298.692562899401,298.692562898579,0.000700606044318278,177.353843622005,177.353843621607,0.000375903151693593,89.99988,89.99988,54.81692,0.000111798
0.7099996,S,0.7099996,0.152954,0,0.2866071,0,493.7931,47.78567,1.744642,0,72.3787,84.50576,1.965487,299.115354548819,299.115354547993,0.000702774726904007,180.344997100636,180.344997100229,0.000382930898805551,89.99988,89.99988,56.62037,0.0001155921
0.7199996,S,0.7199996,0.1555345,0,0.286319,0,494.1717,47.75585,1.802071,0,72.36122,84.50576,1.968321,299.538277328457,299.538277327628,0.000704927781338761,183.340379806968,183.340379806553,0.000389980176461375,89.99988,89.99988,58.45378,0.0001194567
0.7299996,S,0.7299996,0.1581187,0,0.2860339,0,494.5504,47.72601,1.860466,0,72.34373,84.50576,1.971154,299.961180239881,299.961180239048,0.000707065867006214,186.33999154232,186.339991541897,0.000397050834973396,89.99988,89.99988,60.31718,0.0001233918
0.7399996,S,0.7399996,0.1607067,0,0.2857517,0,494.929,47.69615,1.919831,0,72.32626,84.50576,1.973988,300.384182492382,300.384182491545,0.000709189287071273,189.343833300102,189.343833299671,0.000404142727685593,89.99988,89.99988,62.21061,0.0001273978
0.7499996,S,0.7499996,0.1632983,0,0.2854724,0,495.3076,47.66627,1.980169,0,72.30877,84.50576,1.976822,300.807164876667,300.807164875826,0.000711298488702176,192.351904881634,192.351904881194,0.000411255712413627,89.99988,89.99988,64.13413,0.0001314748
0.7599996,S,0.7599996,0.1658936,0,0.2851959,0,495.6862,47.63636,2.041482,0,72.29129,84.50576,1.979655,301.230151234596,301.230151233751,0.000713393934225408,195.364206326649,195.364206326201,0.000418389651596425,89.99988,89.99988,66.08778,0.000135623
0.7699996,S,0.7699996,0.1684926,0,0.2849223,0,496.0648,47.60643,2.103772,0,72.2738,84.50576,1.982489,301.65324885453,301.653248853682,0.000715475987438856,198.380738747769,198.380738747313,0.000425544411310892,89.99988,89.99988,68.07159,0.0001398427
0.7799996,S,0.7799996,0.1710953,0,0.2846515,0,496.4435,47.57648,2.167041,0,72.25632,84.50576,1.985322,302.076267001603,302.076267000751,0.000717545140985496,201.401501350266,201.401501349801,0.000432719862560363,89.99988,89.99988,70.0856,0.000144134
0.7899995,S,0.7899995,0.1737017,0,0.2843835,0,496.8221,47.5465,2.231292,0,72.23884,84.50576,1.988156,302.49938051611,302.499380515254,0.0007196016525555,204.426495087813,204.42649508734,0.000439915878925074,89.99988,89.99988,72.12987,0.0001484972
0.7999995,S,0.7999995,0.1763119,0,0.2841181,0,497.2007,47.5165,2.296529,0,72.22136,84.50576,1.990989,302.92249800426,302.9224980034,0.00072164593142149,207.455720000148,207.455719999666,0.000447132338077988,89.99988,89.99988,74.20442,0.0001529324
0.8099995,S,0.8099995,0.1789257,0,0.2838555,0,497.5794,47.48648,2.36275,0,72.20387,84.50576,1.993823,303.345690991627,303.345690990764,0.000723678250431885,210.489176842261,210.489176841771,0.000454369120420552,89.99988,89.99988,76.30931,0.0001574399
0.8199995,S,0.8199995,0.1815432,0,0.2835956,0,497.958,47.45644,2.429962,0,72.18639,84.50576,1.996656,303.768963451857,303.76896345099,0.000725699056754923,213.526866408882,213.526866408383,0.000461626110825895,89.99987,89.99987,78.44458,0.0001620199
0.8299995,S,0.8299995,0.1841644,0,0.2833382,0,498.3366,47.42637,2.498165,0,72.16891,84.50576,1.99949,304.19212465008,304.19212464921,0.000727708486814812,216.568787587391,216.568787586883,0.000468903195531388,89.99987,89.99987,80.61027,0.0001666726
0.8399995,S,0.8399995,0.1867893,0,0.2830835,0,498.7153,47.39628,2.567362,0,72.15142,84.50576,2.002324,304.615361347522,304.615361346648,0.000729707055991894,219.614941132779,219.614941132263,0.000476200265928205,89.99987,89.99987,82.80642,0.0001713981
0.8499995,S,0.8499995,0.1894179,0,0.2828313,0,499.0759,47.36617,2.637557,0,72.13394,84.50576,2.005157,305.02646651266,305.026466511782,0.000731668381360107,222.665205729727,222.665205729202,0.000483516949578265,89.99987,89.99987,85.03307,0.0001761967
0.8599995,S,0.8599995,0.1920502,0,0.2825817,0,499.4246,47.33603,2.708747,0,72.11646,84.50576,2.007991,305.429381999421,305.42938199854,0.000733601466917198,225.719499481453,225.719499480919,0.000490852964083464,89.99987,89.99987,87.29027,0.0001810685
0.8699995,S,0.8699995,0.1946859,0,0.2823346,0,499.7733,47.30587,2.780932,0,72.09898,84.50576,2.010824,305.832265697038,305.832265696154,0.000735524237288316,228.777822070064,228.777822069522,0.000498208206291945,89.99987,89.99987,89.57805,0.0001860138
0.8799995,S,0.8799995,0.1973252,0,0.2820899,0,500.1219,47.27569,2.854117,0,72.08149,84.50576,2.013658,306.235165289228,306.23516528834,0.000737436897109773,231.840173654507,231.840173653956,0.000505582575098213,89.99987,89.99987,91.89645,0.0001910328
0.8899994,S,0.8899994,0.1999681,0,0.2818476,0,500.4706,47.24549,2.928303,0,72.06401,84.50576,2.016491,306.637985408556,306.637985407665,0.000739339688913495,234.906553440054,234.906553439494,0.000512975971822093,89.99987,89.99987,94.24552,0.0001961256
0.8999994,S,0.8999994,0.2026144,0,0.2816077,0,500.8192,47.21527,3.003494,0,72.04652,84.50576,2.019325,307.040809501528,307.040809500633,0.000741232832494041,237.97696146644,237.976961465871,0.000520388299981355,89.99987,89.99987,96.62529,0.0002012924
0.9099994,S,0.9099994,0.2052643,0,0.2813703,0,501.1679,47.18504,3.079688,0,72.02905,84.50576,2.022158,307.443657436357,307.443657435459,0.000743116593120703,241.051397972085,241.051397971507,0.000527819465746462,89.99987,89.99987,99.0358,0.0002065334
0.9199994,S,0.9199994,0.2079177,0,0.2811351,0,501.5165,47.15477,3.156892,0,72.01156,84.50576,2.024992,307.846473582042,307.846473581141,0.000744991327012249,244.129862639096,244.129862638509,0.000535269378850066,89.99987,89.99987,101.4771,0.0002118489
0.9299994,S,0.9299994,0.2105747,0,0.2809022,0,501.8652,47.12449,3.235106,0,71.99408,84.50576,2.027826,308.249218202152,308.249218201247,0.000746857064485168,247.212354752218,247.212354751622,0.000542737949327982,89.99987,89.99987,103.9492,0.0002172389
0.9399994,S,0.9399994,0.2132352,0,0.2806716,0,502.2138,47.09418,3.314332,0,71.97659,84.50576,2.030659,308.65198666412,308.651986663212,0.000748714108704369,250.29887454987,250.298874549265,0.000550225090247675,89.99987,89.99987,106.4522,0.0002227037
0.9499994,S,0.9499994,0.2158993,0,0.2804431,0,502.5625,47.06386,3.394573,0,71.95911,84.50576,2.033493,309.054675653226,309.054675652315,0.000750562687043532,253.389421237323,253.389421236709,0.000557730716950346,89.99987,89.99987,108.9861,0.0002282435
0.9599994,S,0.9599994,0.2185668,0,0.2802169,0,502.9112,47.03351,3.47583,0,71.94163,84.50576,2.036326,309.457467957054,309.457467956139,0.000752402860135637,256.483995847724,256.483995847101,0.000565254745383527,89.99987,89.99987,111.551,0.0002338584
0.9699994,S,0.9699994,0.221238,0,0.2799928,0,503.2598,47.00314,3.558109,0,71.92414,84.50576,2.03916,309.860160919803,309.860160918885,0.00075423489324998,259.582597387663,259.582597387031,0.000572797094147442,89.99987,89.99987,114.1468,0.0002395487
0.9799994,S,0.9799994,0.2239127,0,0.2797709,0,503.6085,46.97276,3.64141,0,71.90666,84.50576,2.041993,310.262770436048,310.262770435127,0.000756058892494278,262.685225022674,262.685225022033,0.000580357682903392,89.99987,89.99987,116.7736,0.0002453144
0.9899994,S,0.9899994,0.2265908,0,0.279551,0,503.9571,46.94234,3.725733,0,71.88918,84.50576,2.044827,310.665463398797,310.665463397873,0.000757875289878523,265.791879587223,265.791879586573,0.000587936435632779,89.99987,89.99987,119.4316,0.0002511559
0.9999993,S,0.9999993,0.2292726,0,0.2793332,0,504.3058,46.91191,3.811084,0,71.8717,84.50576,2.047661,311.068072915043,311.068072914115,0.000759683948978508,268.902560246844,268.902560246185,0.000595533274952762,89.99987,89.99987,122.1206,0.0002570733
1.009999,S,1.009999,0.2319579,0,0.2791174,0,504.6544,46.88146,3.897463,0,71.85421,84.50576,2.050494,311.470654615787,311.470654614856,0.000761485180538263,272.017266723383,272.017266722714,0.000603148126587939,89.99987,89.99987,124.8408,0.0002630667
1.019999,S,1.019999,0.2346467,0,0.2789036,0,505.0031,46.85099,3.984873,0,71.83673,84.50576,2.053328,311.873188632813,311.873188631879,0.000763279120981995,275.135998540002,275.135998539324,0.000610780917627153,89.99987,89.99987,127.5921,0.0002691363
1.029999,S,1.029999,0.2373391,0,0.2786918,0,505.3518,46.8205,4.073316,0,71.81924,84.50576,2.056161,312.275682913409,312.275682912472,0.000765065853680054,278.258755299337,278.25875529865,0.000618431575992948,89.99987,89.99987,130.3747,0.0002752824
1.039999,S,1.039999,0.240035,0,0.2784819,0,505.6614,46.78998,4.162797,0,71.80177,84.50576,2.058995,312.651378945114,312.651378944174,0.000766785920414984,281.385269018906,281.385269018209,0.000626099435025708,89.99987,89.99987,133.1886,0.000281505
1.049999,S,1.049999,0.2427342,0,0.278274,0,505.9668,46.75945,4.253308,0,71.78428,84.50576,2.061828,313.023971561579,313.023971560636,0.000768492435678554,284.515508664555,284.515508663849,0.000633784359210722,89.99987,89.99987,136.0337,0.0002878044
1.059999,S,1.059999,0.2454367,0,0.2780679,0,506.2722,46.72889,4.344848,0,71.76679,84.50576,2.064662,313.396556230758,313.396556229812,0.000770191887199783,287.649474156813,287.649474156098,0.000641486277910568,89.99987,89.99987,138.9102,0.0002941808
