Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.13,S,0.13,0.01224282,0,0.306276,0,321.5121,44.89686,0.01196951,0,71.84437,84.50576,2.05209,198.219507251508,198.2195072511,0.000402112514569546,16.1805200000378,16.18052,0.00003497885,89.9999,89.9999,0.7224514,0.000001665226
0.14,S,0.14,0.01395201,0,0.3102325,0,324.7127,44.8788,0.0157456,0,71.82854,84.50576,2.054654,200.604112027005,200.604112026594,0.000406274437855391,18.1865600000419,18.18656,0.0000390416,89.9999,89.9999,0.8942869,0.000002035328
0.15,S,0.15,0.01568178,0,0.3126239,0,327.9133,44.86055,0.02004508,0,71.81273,84.50576,2.057218,202.991167365818,202.991167365403,0.000410440634602643,20.216470000046,20.21647,0.00004314601,89.9999,89.9999,1.086302,0.000002446266
0.16,S,0.16,0.01743213,0,0.3139325,0,331.114,44.84212,0.02487304,0,71.79691,84.50576,2.059781,205.380762165988,205.38076216557,0.000414611264766263,22.2702800000502,22.27028,0.00004729212,89.9999,89.9999,1.298736,0.000002898457
0.17,S,0.17,0.01920309,0,0.3144843,0,334.3146,44.82352,0.03023635,0,71.78109,84.50576,2.062345,207.772904268831,207.772904268409,0.000418786337254444,24.3480100000544,24.34801,0.00005147998,89.9999,89.9999,1.531827,0.000003392317
0.18,S,0.18,0.02099467,0,0.3145006,0,337.5152,44.80473,0.03614299,0,71.76527,84.50576,2.064909,210.167635249997,210.167635249571,0.000422965934213909,26.4496900000587,26.44969,0.00005570964,89.9999,89.9999,1.785816,0.000003928265
0.19,S,0.19,0.02280691,0,0.3141342,0,340.7158,44.78576,0.04260187,0,71.74945,84.50576,2.067473,212.564966044656,212.564966044227,0.000427150065145696,28.575340000063,28.57534,0.00005998114,89.9999,89.9999,2.060941,0.00000450672
0.2,S,0.2,0.02463983,0,0.3134922,0,343.9164,44.76661,0.04962242,0,71.73363,84.50576,2.070036,214.964919385672,214.964919385239,0.000431338774506678,30.7249900000673,30.72499,0.00006429452,89.9999,89.9999,2.357443,0.000005128098
0.21,S,0.21,0.02649345,0,0.3126512,0,347.1171,44.74728,0.05721474,0,71.71782,84.50576,2.0726,217.367523131219,217.367523130783,0.00043553210613298,32.8986700000716,32.89867,0.00006864985,89.9999,89.9999,2.675561,0.00000579282
0.22,S,0.22,0.0283678,0,0.3116663,0,350.3177,44.72776,0.06538928,0,71.702,84.50576,2.075164,219.7727995155,219.77279951506,0.000439730103615173,35.096400000076,35.0964,0.00007304715,89.9999,89.9999,3.015536,0.000006501305
0.23,S,0.23,0.03026288,0,0.3105783,0,353.5183,44.70807,0.07415687,0,71.68618,84.50576,2.077728,222.18079238056,222.180792380116,0.000443932848291031,37.3182100000804,37.31821,0.00007748648,89.9999,89.9999,3.377609,0.000007253973
0.24,S,0.24,0.03217874,0,0.3094172,0,356.7189,44.6882,0.0835288,0,71.67036,84.50576,2.080291,224.591469142666,224.591469142219,0.000448140268840662,39.5641300000849,39.56413,0.00008196788,89.9999,89.9999,3.762021,0.000008051245
0.25,S,0.25,0.03411539,0,0.3082055,0,359.9196,44.66815,0.09351654,0,71.65454,84.50576,2.082855,227.004933760531,227.00493376008,0.000452352561186123,41.8341800000894,41.83418,0.00008649141,89.9999,89.9999,4.169013,0.000008893541
0.26,S,0.26,0.03607286,0,0.3069603,0,363.1202,44.64791,0.1041319,0,71.63873,84.50576,2.085419,229.421150079818,229.421150079364,0.000456569652560555,44.128390000094,44.12839,0.00009105711,89.9999,89.9999,4.598825,0.000009781284
0.27,S,0.27,0.03805117,0,0.3056943,0,365.7956,44.6275,0.115387,0,71.62291,84.50576,2.087983,231.461560387658,231.461560387201,0.000460130839980974,46.4430100000985,46.44301,0.00009565842,89.9999,89.9999,5.051682,0.00001071486
0.28,S,0.28,0.04004708,0,0.3044196,0,366.3705,44.60691,0.1272742,0,71.60709,84.50576,2.090546,231.989303264364,231.989303263906,0.000461051925964424,48.7629000001031,48.7629,0.0001002689,89.9999,89.9999,5.527712,0.0000116945
0.29,S,0.29,0.04204756,0,0.3031519,0,366.9453,44.58624,0.1397204,0,71.59127,84.50576,2.09311,232.517630096211,232.517630095752,0.000461974031691298,51.0880800001077,51.08808,0.0001048886,89.9999,89.9999,6.026967,0.00001272028
0.3,S,0.3,0.04405259,0,0.3018965,0,367.5201,44.56553,0.1527252,0,71.57545,84.50576,2.095674,233.046207038981,233.046207038521,0.000462896569347875,53.4185400001123,53.41854,0.0001095176,89.9999,89.9999,6.5495,0.00001379232
0.31,S,0.31,0.0460622,0,0.3006571,0,368.095,44.54479,0.1662883,0,71.55963,84.50576,2.098238,233.575075093844,233.575075093384,0.000463819620132222,55.7542900001169,55.75429,0.0001141558,89.9999,89.9999,7.095364,0.00001491068
0.32,S,0.32,0.04807637,0,0.2994366,0,368.6698,44.52402,0.1804098,0,71.54382,84.50576,2.100801,234.104238611264,234.104238610803,0.000464743186833234,58.0953300001215,58.09533,0.0001188032,89.9999,89.9999,7.664612,0.00001607548
0.33,S,0.33,0.05009512,0,0.2989571,0,369.2446,44.50322,0.1955609,0,71.528,84.50576,2.103365,234.633315392917,234.633315392455,0.00046566659752362,60.4416600001261,60.44166,0.0001234599,89.9999,89.9999,8.257297,0.00001728679
0.3399999,S,0.3399999,0.05211844,0,0.2989084,0,369.8195,44.48238,0.211638,0,71.51218,84.50576,2.105929,235.162466887632,235.162466887169,0.000466590143688083,62.7932900001307,62.79329,0.0001281258,89.9999,89.9999,8.873471,0.00001854472
0.3499999,S,0.3499999,0.05414635,0,0.2988209,0,370.3943,44.46152,0.2283556,0,71.49636,84.50576,2.108493,235.691793239152,235.691793238688,0.000467513990403157,65.1502100001354,65.15021,0.0001328009,89.9999,89.9999,9.513188,0.00001984936
0.3599999,S,0.3599999,0.05617882,0,0.2987003,0,370.9691,44.44062,0.2457155,0,71.48055,84.50576,2.111056,236.221359869388,236.221359868924,0.000468438256717679,67.51242000014,67.51242,0.0001374853,89.9999,89.9999,10.1765,0.00002120079
0.3699999,S,0.3699999,0.05821587,0,0.2985515,0,371.544,44.41969,0.2637199,0,71.46472,84.50576,2.11362,236.751164133671,236.751164133206,0.000469362942838593,69.8799300001446,69.87993,0.0001421789,89.9999,89.9999,10.86346,0.00002259911
0.3799999,S,0.3799999,0.0602575,0,0.2983788,0,372.1188,44.39872,0.2823706,0,71.44891,84.50576,2.116184,237.281210598059,237.281210597593,0.000470288047066666,72.2527400001493,72.25274,0.0001468818,89.9999,89.9999,11.57413,0.00002404441
0.3899999,S,0.3899999,0.06230372,0,0.2981856,0,372.6937,44.37772,0.30167,0,71.43309,84.50576,2.118748,237.811451984217,237.81145198375,0.000471213491706098,74.630850000154,74.63085,0.0001515939,89.9999,89.9999,12.30855,0.00002553679
0.3999999,S,0.3999999,0.06435453,0,0.2979749,0,373.2685,44.35669,0.3216201,0,71.41727,84.50576,2.121311,238.341933750418,238.34193374995,0.000472139356123097,77.0142700001586,77.01427,0.0001563153,89.9999,89.9999,13.06677,0.00002707634
0.4099999,S,0.4099999,0.06640992,0,0.2977495,0,373.8433,44.33563,0.3422233,0,71.40145,84.50576,2.123875,238.872652932375,238.872652931907,0.000473065639975922,79.4029900001633,79.40299,0.000161046,89.9999,89.9999,13.84886,0.00002866314
0.4199999,S,0.4199999,0.0684699,0,0.2975114,0,374.4182,44.31454,0.3634817,0,71.38564,84.50576,2.126439,239.403613781858,239.403613781389,0.000473992340998491,81.797030000168,81.79703,0.0001657859,89.9999,89.9999,14.65486,0.0000302973
0.4299999,S,0.4299999,0.07053448,0,0.2972625,0,374.993,44.29341,0.3853979,0,71.36981,84.50576,2.129003,239.93476878677,239.9347687863,0.000474919381096143,84.1963700001727,84.19637,0.0001705351,89.9999,89.9999,15.48482,0.00003197891
0.4399998,S,0.4399998,0.07260367,0,0.2970047,0,375.5678,44.27225,0.4079743,0,71.354,84.50576,2.131567,240.466163334943,240.466163334472,0.000475846839512199,86.6010400001774,86.60104,0.0001752936,89.9999,89.9999,16.33881,0.00003370805
0.4499998,S,0.4499998,0.07467744,0,0.2967393,0,376.1475,44.25106,0.4312132,0,71.33818,84.50576,2.13413,241.001257328048,241.001257327576,0.00047678075488809,89.0110500001821,89.01105,0.0001800614,89.9999,89.9999,17.21687,0.00003548483
0.4599998,S,0.4599998,0.07675584,0,0.2964674,0,376.7462,44.22984,0.4551175,0,71.32236,84.50576,2.136694,241.555294827258,241.555294826621,0.000554694426651171,91.4266028944628,91.4266028942744,0.000185608344142528,89.99989,89.99989,18.13114,0.00003731318
0.4699998,S,0.4699998,0.07883906,0,0.2961902,0,377.345,44.20858,0.4796916,0,71.30654,84.50576,2.139258,242.104587403934,242.104587403291,0.00055776619202121,93.8476487143874,93.8476487141927,0.00019118600593807,89.99989,89.99989,19.06961,0.00003919715
0.4799998,S,0.4799998,0.08092701,0,0.2959087,0,377.9438,44.18729,0.5049376,0,71.29072,84.50576,2.141821,242.654074689119,242.654074688471,0.000560802343093757,96.2741894070411,96.27418940684,0.000196794029243658,89.99988,89.99988,20.03236,0.00004113705
0.4899998,S,0.4899998,0.08301973,0,0.2956236,0,378.5425,44.16596,0.5308585,0,71.2749,84.50576,2.144385,243.203792445604,243.20379244495,0.000563804547275801,98.7062272771368,98.7062272769292,0.000202432074590396,89.99988,89.99988,21.01942,0.00004313318
0.4999998,S,0.4999998,0.08511722,0,0.2953357,0,379.1413,44.1446,0.5574569,0,71.25909,84.50576,2.146949,243.753784383459,243.7537843828,0.000566774471974334,101.143765066488,101.143765066274,0.000208099819183455,89.99988,89.99988,22.03086,0.00004518584
0.5099998,S,0.5099998,0.08721947,0,0.2950456,0,379.7401,44.12321,0.5847357,0,71.24326,84.50576,2.149513,244.303982950755,244.303982950091,0.000569713413219333,103.58680484139,103.586804841169,0.000213796953188307,89.99988,89.99988,23.06672,0.00004729533
0.5199998,S,0.5199998,0.08932646,0,0.2947538,0,380.3388,44.10178,0.6126975,0,71.22745,84.50576,2.152076,244.854503383141,244.854503382471,0.000572623030838668,106.035349820491,106.035349820264,0.000219523183368702,89.99988,89.99988,24.12708,0.00004946193
0.5299998,S,0.5299998,0.09143823,0,0.2944609,0,380.9376,44.08032,0.6413455,0,71.21163,84.50576,2.15464,245.405282102325,245.40528210165,0.000575504514754598,108.489402586662,108.489402586428,0.000225278228387613,89.99988,89.99988,25.21197,0.00005168593
0.5399998,S,0.5399998,0.09355479,0,0.2941673,0,381.5363,44.05883,0.6706828,0,71.19581,84.50576,2.157204,245.956275398235,245.956275397555,0.000578358880569565,110.948965285669,110.948965285428,0.000231061817064035,89.99988,89.99988,26.32146,0.00005396763
0.5499998,S,0.5499998,0.09567612,0,0.2938732,0,382.1351,44.0373,0.7007117,0,71.17999,84.50576,2.159768,246.507471349942,246.507471349257,0.00058118746220916,113.414039944069,113.414039943822,0.000236873691556221,89.99988,89.99988,27.4556,0.00005630731
0.5599998,S,0.5599998,0.09780221,0,0.2935792,0,382.7339,44.01574,0.7314352,0,71.16418,84.50576,2.162332,247.058881878375,247.058881877685,0.000583991358646173,115.884628707631,115.884628707377,0.00024271360501215,89.99988,89.99988,28.61445,0.00005870525
0.5699998,S,0.5699998,0.09993309,0,0.2932853,0,383.3326,43.99414,0.7628571,0,71.14835,84.50576,2.164895,247.610582482753,247.610582482058,0.000586771486954448,118.360734477113,118.360734476852,0.000248581319750541,89.99988,89.99988,29.79806,0.00006116172
0.5799997,S,0.5799997,0.1020687,0,0.292992,0,383.9314,43.97252,0.7949791,0,71.13254,84.50576,2.167459,248.162577136718,248.162577136018,0.000589528832419935,120.842360193012,120.842360192744,0.00025447660794297,89.99988,89.99988,31.00648,0.00006367701
0.5899997,S,0.5899997,0.1042092,0,0.2926994,0,384.5302,43.95085,0.8278051,0,71.11672,84.50576,2.170023,248.714758551907,248.714758551202,0.000592264327274723,123.329507722939,123.329507722664,0.000260399251083336,89.99988,89.99988,32.23977,0.00006625139
0.5999997,S,0.5999997,0.1063544,0,0.2924077,0,385.1289,43.92915,0.8613381,0,71.1009,84.50576,2.172586,249.267186332967,249.267186332257,0.000594978797643185,125.822179530553,125.822179530271,0.00026634903892678,89.99988,89.99988,33.49799,0.00006888514
0.6099997,S,0.6099997,0.1085044,0,0.2921171,0,385.7277,43.90742,0.8955809,0,71.08508,84.50576,2.17515,249.819884321756,249.819884321041,0.000597672971121099,128.320378317931,128.320378317642,0.000272325768504401,89.99988,89.99988,34.7812,0.00007157851
0.6199997,S,0.6199997,0.1106593,0,0.2918277,0,386.3264,43.88565,0.9305366,0,71.06927,84.50576,2.177714,250.372780992699,250.372780991979,0.000600347749624064,130.824106071895,130.824106071599,0.000278329245866453,89.99988,89.99988,36.08944,0.00007433179
0.6299997,S,0.6299997,0.1128189,0,0.2915397,0,386.9121,43.86386,0.9662085,0,71.05344,84.50576,2.180278,250.916359470634,250.916359469909,0.000602983207638543,133.333269610517,133.333269610214,0.000284359077808061,89.99988,89.99988,37.42277,0.00007714523
0.6399997,S,0.6399997,0.1149832,0,0.2912532,0,387.4453,43.84203,1.002598,0,71.03763,84.50576,2.182842,251.421596266548,251.421596265819,0.000605518424176402,135.847485516985,135.847485516675,0.000290414261914481,89.99988,89.99988,38.78125,0.00008001909
0.6499997,S,0.6499997,0.1171519,0,0.2909683,0,387.9785,43.82016,1.039703,0,71.02181,84.50576,2.185405,251.927079428333,251.927079427599,0.000608035488715432,138.366756254959,138.366756254641,0.000296494616665729,89.99988,89.99988,40.16491,0.00008295364
0.6599997,S,0.6599997,0.119325,0,0.2906851,0,388.5117,43.79827,1.077525,0,71.00599,84.50576,2.187969,252.432689746696,252.432689745958,0.000610535053060184,140.891083096002,140.891083095677,0.000302599967059866,89.99988,89.99988,41.57383,0.00008594911
0.6699997,S,0.6699997,0.1215025,0,0.2904037,0,389.0449,43.77634,1.116068,0,70.99017,84.50576,2.190533,252.938554378217,252.938554377474,0.00061301802670538,143.420468583248,143.420468582916,0.0003087301471899,89.99988,89.99988,43.00803,0.00008900576
0.6799996,S,0.6799996,0.1236843,0,0.2901241,0,389.578,43.75439,1.155335,0,70.97436,84.50576,2.193096,253.444490535312,253.444490534565,0.000615484417230144,145.954913431952,145.954913431612,0.00031488499122463,89.99988,89.99988,44.46758,0.00009212384
0.6899996,S,0.6899996,0.1258706,0,0.2898465,0,390.1112,43.73241,1.195328,0,70.95853,84.50576,2.19566,253.950585638131,253.950585637379,0.000617935323607264,148.49441923157,148.494419231223,0.000321064344322583,89.99987,89.99987,45.95252,0.00009530359
0.6999996,S,0.6999996,0.1280613,0,0.2895708,0,390.6444,43.71039,1.23605,0,70.94272,84.50576,2.198224,254.456871475816,254.45687147506,0.000620371079318138,151.038987889453,151.038987889098,0.000327268054977101,89.99987,89.99987,47.46291,0.00009854525
0.7099996,S,0.7099996,0.1302563,0,0.289297,0,391.1776,43.68835,1.277504,0,70.9269,84.50576,2.200788,254.963383811158,254.963383810397,0.000622792017844164,153.588621670575,153.588621670213,0.000333495975016338,89.99987,89.99987,48.9988,0.0001018491
0.7199996,S,0.7199996,0.1324558,0,0.2890253,0,391.7108,43.66627,1.319693,0,70.91108,84.50576,2.203351,255.470063039508,255.470063038743,0.000625198760673403,156.143322243868,156.143322243498,0.000339747962483329,89.99987,89.99987,50.56023,0.0001052153
0.7299996,S,0.7299996,0.1346597,0,0.288752,0,392.244,43.64417,1.362603,0,70.89526,84.50576,2.205915,255.976865450793,255.976865450024,0.000627591679182866,158.70309084116,158.703090840783,0.00034602387913488,89.99987,89.99987,52.14726,0.0001086442
0.7399996,S,0.7399996,0.1368679,0,0.2884844,0,392.7771,43.62203,1.406269,0,70.87945,84.50576,2.208479,256.48386257059,256.483862569816,0.000629971228119914,161.267929409538,161.267929409153,0.00035232359127527,89.99987,89.99987,53.75994,0.0001121359
0.7499996,S,0.7499996,0.1390806,0,0.2882188,0,393.3103,43.59987,1.450679,0,70.86362,84.50576,2.211043,256.990955057819,256.990955057041,0.000632337786440682,163.837838902674,163.837838902281,0.000358646968998338,89.99987,89.99987,55.39832,0.0001156907
0.7599996,S,0.7599996,0.1412977,0,0.2879553,0,393.8435,43.57767,1.495835,0,70.84781,84.50576,2.213607,257.498262121775,257.498262120993,0.000634691846788143,166.412821466336,166.412821465936,0.000364993887324355,89.99987,89.99987,57.06245,0.0001193089
0.7699996,S,0.7699996,0.1435192,0,0.2876939,0,394.3767,43.55545,1.541741,0,70.83199,84.50576,2.21617,258.005684421379,258.005684420593,0.000637033666852469,168.992878252881,168.992878252473,0.000371364223850492,89.99987,89.99987,58.75238,0.0001229907
0.7799996,S,0.7799996,0.1457451,0,0.2874345,0,394.9099,43.5332,1.588399,0,70.81617,84.50576,2.218734,258.513376928714,258.513376927923,0.000639363913596457,171.578011964386,171.57801196397,0.000377757862843548,89.99987,89.99987,60.46815,0.0001267363
0.7899995,S,0.7899995,0.1479754,0,0.2871772,0,395.4431,43.51091,1.635812,0,70.80035,84.50576,2.221298,259.021093277906,259.021093277111,0.000641682367225548,174.168222839269,174.168222838845,0.000384174686372376,89.99987,89.99987,62.20984,0.000130546
0.7999995,S,0.7999995,0.1502102,0,0.286922,0,395.9763,43.48859,1.683982,0,70.78453,84.50576,2.223861,259.529111623972,259.529111623173,0.000643989846284992,176.763513897499,176.763513897067,0.000390614584691283,89.99987,89.99987,63.97747,0.00013442
0.8099995,S,0.8099995,0.1524493,0,0.2866689,0,396.4982,43.46625,1.732915,0,70.76871,84.50576,2.226425,260.028960159878,260.028960159075,0.000646268130563857,179.363803440976,179.363803440537,0.000397077265852469,89.99987,89.99987,65.77111,0.0001383584
0.8199995,S,0.8199995,0.1546928,0,0.2864178,0,396.9754,43.44387,1.78261,0,70.7529,84.50576,2.228989,260.495759906339,260.495759905532,0.000648462332055664,181.968760981814,181.968760981367,0.000403561889028083,89.99987,89.99987,67.5908,0.0001423616
0.8299995,S,0.8299995,0.1569404,0,0.2861689,0,397.4526,43.42147,1.833063,0,70.73708,84.50576,2.231553,260.962670914805,260.962670913994,0.000650645771193258,184.578387632632,184.578387632177,0.000410068346594585,89.99987,89.99987,69.43658,0.0001464298
0.8399995,S,0.8399995,0.1591921,0,0.285922,0,397.9298,43.39904,1.884278,0,70.72126,84.50576,2.234117,261.429661396134,261.429661395319,0.000652818842091022,187.19268418816,187.192684187696,0.000416596534869579,89.99987,89.99987,71.30851,0.0001505631
0.8499995,S,0.8499995,0.1614478,0,0.2856772,0,398.407,43.37658,1.936257,0,70.70544,84.50576,2.23668,261.896755192182,261.896755191363,0.000654981787280878,189.811651681543,189.811651681071,0.000423146352595988,89.99987,89.99987,73.20663,0.0001547618
0.8599995,S,0.8599995,0.1637075,0,0.2854344,0,398.8842,43.3541,1.989004,0,70.68962,84.50576,2.239244,262.363956276593,262.36395627577,0.000657134917506859,192.435291185666,192.435291185186,0.000429717701624176,89.99987,89.99987,75.13098,0.0001590261
0.8699995,S,0.8699995,0.1659714,0,0.2851937,0,399.3614,43.33158,2.042519,0,70.67381,84.50576,2.241808,262.831193123792,262.831193122965,0.000659278354034927,195.063603058156,195.063603057668,0.000436310485017165,89.99987,89.99987,77.08162,0.0001633563
0.8799995,S,0.8799995,0.1682393,0,0.284955,0,399.8385,43.30905,2.096807,0,70.65799,84.50576,2.244372,263.298592890357,263.298592889526,0.000661412468242094,197.696588928207,197.696588927711,0.000442924609551749,89.99987,89.99987,79.05859,0.0001677524
0.8899994,S,0.8899994,0.1705113,0,0.2847183,0,400.3157,43.28648,2.151871,0,70.64217,84.50576,2.246935,263.766072129783,263.766072128948,0.000663537449606425,200.334249590548,200.334249590044,0.000449559983899501,89.99987,89.99987,81.06193,0.0001722149
0.8999994,S,0.8999994,0.1727874,0,0.2844836,0,400.7929,43.26389,2.207712,0,70.62635,84.50576,2.249499,264.233646736642,264.233646735804,0.000665653608871953,202.976585998854,202.976585998341,0.000456216519839435,89.99987,89.99987,83.09169,0.0001767437
0.9099994,S,0.9099994,0.1750675,0,0.2842509,0,401.2701,43.24127,2.264333,0,70.61053,84.50576,2.252063,264.701280948149,264.701280947307,0.000667761074883762,205.62359874917,205.623598748649,0.000462894130439016,89.99987,89.99987,85.14793,0.0001813393
0.9199994,S,0.9199994,0.1773517,0,0.2840201,0,401.7473,43.21863,2.321737,0,70.59471,84.50576,2.254627,265.169082052664,265.169082051818,0.000669860158385882,208.275289510426,208.275289509897,0.000469592731873149,89.99987,89.99987,87.23068,0.0001860017
0.9299994,S,0.9299994,0.17964,0,0.2837912,0,402.2245,43.19595,2.379927,0,70.5789,84.50576,2.25719,265.636887130822,265.636887129972,0.000671950950327785,210.93165832236,210.931658321822,0.000476312241226234,89.99987,89.99987,89.34,0.0001907312
0.9399994,S,0.9399994,0.1819324,0,0.2835643,0,402.7016,43.17326,2.438906,0,70.56308,84.50576,2.259754,266.104863075633,266.104863074779,0.000674033655345785,213.592706893637,213.592706893091,0.000483052577629034,89.99987,89.99987,91.47592,0.0001955281
0.9499994,S,0.9499994,0.1842289,0,0.2833393,0,403.1788,43.15053,2.498676,0,70.54726,84.50576,2.262318,266.572870809587,266.57287080873,0.000676108523550929,216.25843554215,216.258435541595,0.000489813662713421,89.99987,89.99987,93.6385,0.0002003924
0.9599994,S,0.9599994,0.1865295,0,0.2831161,0,403.656,43.12777,2.559239,0,70.53144,84.50576,2.264882,267.040950069118,267.040950068257,0.000678175774737775,218.928844983152,218.928844982589,0.000496595420309215,89.99987,89.99987,95.82779,0.0002053244
0.9699994,S,0.9699994,0.1888341,0,0.2828947,0,404.1332,43.10499,2.6206,0,70.51562,84.50576,2.267445,267.509172379799,267.509172378934,0.000680235484697551,221.603936647157,221.603936646585,0.000503397775004146,89.99987,89.99987,98.04383,0.0002103244
0.9799994,S,0.9799994,0.1911428,0,0.2826752,0,404.6104,43.08218,2.68276,0,70.4998,84.50576,2.270009,267.977470189698,267.977470188829,0.000682287971753409,224.283711289156,224.283711288576,0.000510220654569177,89.99987,89.99987,100.2867,0.0002153925
0.9899994,S,0.9899994,0.1934556,0,0.2824575,0,405.0514,43.05935,2.745723,0,70.48399,84.50576,2.272573,268.41876709491,268.418767094038,0.000684271663112662,226.967898900109,226.96789889952,0.000517063371047357,89.99987,89.99987,102.5563,0.0002205289
0.9999993,S,0.9999993,0.1957723,0,0.2822416,0,405.4078,43.03649,2.809484,0,70.46817,84.50576,2.275136,268.796966521753,268.796966520877,0.000686104143395243,229.655868505246,229.655868504648,0.000523924412327953,89.99986,89.99986,104.8529,0.0002257339
1.009999,S,1.009999,0.1980923,0,0.2820276,0,405.7643,43.0136,2.87403,0,70.45235,84.50576,2.2777,269.175185816811,269.175185815932,0.000687928999080404,232.347620303248,232.347620302642,0.000530803702164993,89.99986,89.99986,107.1764,0.0002310075
1.019999,S,1.019999,0.2004156,0,0.2818154,0,406.1208,42.9907,2.939366,0,70.43653,84.50576,2.280264,269.553285902576,269.553285901694,0.000689746298380249,235.043153102024,235.043153101409,0.000537701164994625,89.99986,89.99986,109.5268,0.00023635
1.029999,S,1.029999,0.2027422,0,0.2816049,0,406.4773,42.96778,3.00549,0,70.42072,84.50576,2.282828,269.931366120127,269.931366119241,0.000691556170139864,237.742466702891,237.742466702267,0.000544616726541449,89.99986,89.99986,111.9042,0.0002417616
1.039999,S,1.039999,0.2050721,0,0.2813962,0,406.8338,42.94483,3.072407,0,70.40489,84.50576,2.285392,270.309390706674,270.309390705785,0.000693358856891173,240.445560549539,240.445560548906,0.000551550314955383,89.99986,89.99986,114.3087,0.0002472425
1.049999,S,1.049999,0.2074054,0,0.2811893,0,407.1903,42.92187,3.140117,0,70.38908,84.50576,2.287955,270.687395425007,270.687395424114,0.000695154449583651,243.152434443285,243.152434442644,0.00055850185929584,89.99986,89.99986,116.7402,0.0002527927
1.059999,S,1.059999,0.2097419,0,0.2809841,0,407.5468,42.89888,3.208625,0,70.37326,84.50576,2.290519,271.065368354194,271.065368353298,0.000696943228644835,245.863088066239,245.863088065589,0.000565471291426509,89.99986,89.99986,119.1989,0.0002584126
